Feature	Gene	Type	Neighbor_inData	NumNeigh_inData
ACSF3_mrna	ACSF3	mrna	AAAS_prot;MTX1_prot;PES1_prot	3
ACSF3_prot	ACSF3	prot	AUP1_prot;HSPD1_prot;NDUFS7_prot;SDHB_prot;TMEM70_prot	5
ACSL1_mrna	ACSL1	mrna	AAAS_prot;MTX1_prot;PES1_prot	3
ACSL3_mrna	ACSL3	mrna	AAAS_prot;MTX1_prot;PES1_prot	3
ACSL3_prot	ACSL3	prot	ACSL4_prot;ALDH3A2_prot;APP_prot;ILK_prot;ILVBL_prot;LYN_prot;MTHFD1_prot;NDRG1_prot;PPP6C_prot;TMEM173_prot	10
ACSL4_mrna	ACSL4	mrna	AAAS_prot;MTX1_prot;PES1_prot	3
ACSL4_prot	ACSL4	prot	ACSL3_prot;APP_prot;ATP6V0D1_prot;MME_prot;YWHAQ_prot;YWHAZ_prot	6
ACSL5_mrna	ACSL5	mrna	AAAS_prot;MTX1_prot;PES1_prot	3
ACSL6_mrna	ACSL6	mrna	AAAS_prot;MTX1_prot;PES1_prot	3
ACSM1_mrna	ACSM1	mrna	AAAS_prot;MTX1_prot;PES1_prot	3
ACSM3_mrna	ACSM3	mrna	AAAS_prot;MTX1_prot;PES1_prot	3
ACSM5_mrna	ACSM5	mrna	AAAS_prot;MTX1_prot;PES1_prot	3
ACSS1_mrna	ACSS1	mrna	AAAS_prot;MTX1_prot;PES1_prot	3
ACSS1_prot	ACSS1	prot	HSPD1_prot;NDUFS7_prot;PPA2_prot;TMEM70_prot	4
ACSS2_mrna	ACSS2	mrna	AAAS_prot;MTX1_prot;PES1_prot	3
ACSS2_prot	ACSS2	prot	UPF1_prot	1
ACSS3_mrna	ACSS3	mrna	AAAS_prot;MTX1_prot;PES1_prot	3
ACTA1_mrna	ACTA1	mrna	AAAS_prot;MTX1_prot;PES1_prot	3
ACTA2_mrna	ACTA2	mrna	CALD1_prot;COL6A2_prot	2
ACTA2_prot	ACTA2	prot	AARS_prot;ACTB_prot;ACTBL2_prot;AFM_prot;BUB3_prot;CAND1_prot;CAP1_prot;CAP2_prot;CGN_prot;CNN2_prot;COPS5_prot;CRYAB_prot;CUL1_prot;CUL3_prot;CUL4B_prot;DBN1_prot;DCTN1_prot;DHCR24_prot;EGFR_prot;FSCN1_prot;GC_prot;GSTP1_prot;MRPL47_prot;MRPS7_prot;MUC1_prot;MYH10_prot;MYH11_prot;MYH9_prot;MYL12A_prot;MYL6_prot;MYO1C_prot;NCF1_prot;NEXN_prot;NOP56_prot;PFN2_prot;RBM17_prot;REG3A_prot;RNASE3_prot;RPL10A_prot;RPL14_prot;RPL17_prot;RPL18_prot;RPL7A_prot;RPS15A_prot;RPS16_prot;RPS23_prot;RPS4X_prot;SPTAN1_prot;TMOD3_prot;TPM1_prot;TWF2_prot;UBL4A_prot;YWHAB_prot;YWHAE_prot;YWHAQ_prot;ZYX_prot	56
ACTBL2_prot	ACTBL2	prot	ACP1_prot;ACTA2_prot;AFM_prot;ATG3_prot;ATP5D_prot;BUB3_prot;CAND1_prot;CAP1_prot;CAP2_prot;CCT2_prot;CCT3_prot;CCT4_prot;CCT6A_prot;CCT7_prot;CCT8_prot;CFL1_prot;COPS5_prot;CSNK2A2_prot;CUL1_prot;CUL3_prot;CUL4B_prot;CYP51A1_prot;DBN1_prot;DEFA6_prot;EIF2AK2_prot;GC_prot;GSN_prot;LSP1_prot;MCM3_prot;MUC1_prot;MYO6_prot;NEXN_prot;PFN2_prot;PPP1R1B_prot;PPP2CB_prot;PRKAA1_prot;RAD21_prot;RBM17_prot;REG3A_prot;RNASE3_prot;RPL15_prot;SLC25A11_prot;STK24_prot;TEX264_prot;TMEM70_prot;TMOD3_prot;TWF2_prot;UQCRB_prot	48
ACTB_mrna	ACTB	mrna	CANX_prot;CLIC4_prot;COPA_prot;DDX42_prot;HGS_prot;NCSTN_prot;PDLIM7_prot;RB1_prot;RELA_prot;SHC1_prot;WDR1_prot	11
ACTB_prot	ACTB	prot	A2M_prot;ABLIM1_prot;ACE_prot;ACP1_prot;ACTA2_prot;ACTL6A_prot;ACTR1A_prot;ACTR2_prot;ACTR3_prot;AIMP2_prot;ANXA7_prot;AP2M1_prot;ATP5B_prot;BAIAP2_prot;BANF1_prot;CAND1_prot;CAP1_prot;CAP2_prot;CARM1_prot;CAV1_prot;CCT2_prot;CCT3_prot;CCT4_prot;CCT5_prot;CCT6A_prot;CCT7_prot;CCT8_prot;CD81_prot;CFL1_prot;CFL2_prot;CGN_prot;CNN3_prot;COPS5_prot;COPS6_prot;CORO1C_prot;COTL1_prot;CPNE1_prot;CRK_prot;CSNK2B_prot;CUL1_prot;CUL3_prot;CYBB_prot;CYFIP1_prot;DAB2_prot;DBN1_prot;DDX5_prot;DEFA6_prot;DHX9_prot;DNASE1_prot;DNM1_prot;DSTN_prot;DYNLL1_prot;EIF4A3_prot;EMD_prot;EPB41_prot;EPB41L2_prot;EPS15_prot;ERBB2_prot;FABP4_prot;FHL3_prot;GC_prot;GRB2_prot;H2AFX_prot;HCFC1_prot;HDAC1_prot;HIST1H3A_prot;HNRNPU_prot;HSPA2_prot;HSPA8_prot;HSPA9_prot;ICAM1_prot;IQGAP1_prot;KHDRBS1_prot;KRT10_prot;KRT9_prot;LMNA_prot;LMNB1_prot;LMO7_prot;LSP1_prot;MAP1A_prot;MGMT_prot;MYH11_prot;MYH9_prot;MYO1E_prot;NCF1_prot;NCF2_prot;NCKAP1_prot;NEXN_prot;NMI_prot;OGT_prot;OSTF1_prot;OTUB1_prot;PCK1_prot;PCYT1A_prot;PFN1_prot;PFN2_prot;PHB_prot;PLCG1_prot;PLG_prot;POLR1A_prot;POLR2A_prot;PPP1CA_prot;PPP1CB_prot;PRKDC_prot;PROM1_prot;PSMA3_prot;RAC1_prot;RAC2_prot;RCC1_prot;REG3A_prot;RNASE3_prot;ROCK2_prot;RPA1_prot;RPA2_prot;RPA3_prot;RPL10A_prot;RPL15_prot;RPS27_prot;RUVBL1_prot;RUVBL2_prot;SHC1_prot;SKP1_prot;SLC25A11_prot;SMARCC1_prot;SMARCC2_prot;SMARCE1_prot;SPTA1_prot;SPTAN1_prot;SPTB_prot;SVIL_prot;TAGLN2_prot;TJP1_prot;TMOD3_prot;TPM2_prot;TPM4_prot;TTR_prot;TUBB_prot;TUBB4B_prot;TWF2_prot;UBL4A_prot;UCHL5_prot;UQCRB_prot;VASP_prot;VCP_prot;VIM_prot;VSNL1_prot;YWHAQ_prot;YWHAZ_prot	148
ACTC1_mrna	ACTC1	mrna	CANX_prot;CLIC4_prot;COPA_prot;DDX42_prot;HGS_prot;NCSTN_prot;PDLIM7_prot;RB1_prot;RELA_prot;SHC1_prot;WDR1_prot	11
ACTG1_mrna	ACTG1	mrna	CORO1B_prot	1
ACTG2_mrna	ACTG2	mrna	CORO1B_prot	1
ACTG2_prot	ACTG2	prot	EMD_prot;NOP56_prot;UBL4A_prot	3
ACTL10_mrna	ACTL10	mrna	CORO1B_prot	1
ACTL6A_mrna	ACTL6A	mrna	EIF3M_prot;NCAPG_prot	2
ACTL6A_prot	ACTL6A	prot	ACTB_prot;ARHGDIA_prot;BANF1_prot;BAZ1B_prot;CAND1_prot;CBX5_prot;CCT2_prot;CCT3_prot;CCT6A_prot;CUL3_prot;CYB5R3_prot;EWSR1_prot;FEN1_prot;FLII_prot;GRB2_prot;HDAC2_prot;HDGF_prot;HINT1_prot;PRKDC_prot;PRMT5_prot;RPRD1B_prot;RUVBL1_prot;RUVBL2_prot;SMARCC1_prot;SMARCC2_prot;SMARCE1_prot;TCP1_prot;UCHL5_prot	28
ACTL8_mrna	ACTL8	mrna	EIF3M_prot;NCAPG_prot	2
ACTN1_mrna	ACTN1	mrna	PML_prot;SHC1_prot	2
ACTN1_prot	ACTN1	prot	ACTN4_prot;CALD1_prot;CD81_prot;CDH1_prot;CLU_prot;CSRP1_prot;CTNNA1_prot;EZR_prot;FAF2_prot;FXN_prot;GIPC1_prot;HSD17B4_prot;HSP90AA1_prot;HSP90AB1_prot;ICAM1_prot;ISG15_prot;ITGB1_prot;ITGB3_prot;KPNA2_prot;LPP_prot;MAP1A_prot;MAP1B_prot;MSN_prot;PALLD_prot;PDHX_prot;PDLIM1_prot;PHB_prot;PLEK_prot;PSMA1_prot;PYGB_prot;RDX_prot;RPS27_prot;SDPR_prot;SF3A3_prot;SORBS2_prot;SRC_prot;SVIL_prot;THBS1_prot;TJP1_prot;TTN_prot;TUBA1A_prot;VCP_prot;ZYX_prot	43
ACTN3_mrna	ACTN3	mrna	PML_prot;SHC1_prot	2
ACTN4_prot	ACTN4	prot	ACTN1_prot;CAMK2G_prot;CD81_prot;CDH1_prot;CTNNB1_prot;DAB2_prot;EPS15_prot;EPS15L1_prot;FMNL1_prot;GSN_prot;HGS_prot;ICAM1_prot;IQGAP1_prot;ISG15_prot;KPNA2_prot;MYH9_prot;PDLIM1_prot;PSMA3_prot;RPS27_prot;SF3A3_prot;SH3KBP1_prot;SHC1_prot;STAT1_prot;SVIL_prot;TJP1_prot;TTN_prot;TXN_prot;UBTF_prot;UCHL5_prot;VCP_prot;YWHAZ_prot	31
ACTR10_mrna	ACTR10	mrna	PML_prot;SHC1_prot	2
ACTR1A_mrna	ACTR1A	mrna	POLR2A_prot;RAD21_prot;RBM39_prot;SFPQ_prot	4
ACTR1A_prot	ACTR1A	prot	ACTB_prot;ACTR1B_prot;CAPZA1_prot;CAPZA2_prot;CAPZB_prot;COG3_prot;COPS5_prot;CUL1_prot;CUL3_prot;DCTN1_prot;DCTN2_prot;DCTN4_prot;LMNB1_prot;MCM7_prot;MYH9_prot;NUMA1_prot;NUP133_prot;PSMC4_prot;PSMD1_prot;RIC8A_prot;RRS1_prot	21
ACTR1B_mrna	ACTR1B	mrna	ARID3A_prot	1
ACTR1B_prot	ACTR1B	prot	ACTR1A_prot;APP_prot;C4BPB_prot;CAPZA1_prot;CAPZA2_prot;CAPZB_prot;CCT2_prot;CCT3_prot;CCT7_prot;CSNK2B_prot;CUL3_prot;DCTN1_prot;DCTN2_prot;DCTN4_prot;GSN_prot;LMNB1_prot;RIC8A_prot;SCCPDH_prot;SCIN_prot;UQCRH_prot	20
ACTR2_mrna	ACTR2	mrna	AHCTF1_prot;CDC5L_prot;COPA_prot;CUL4B_prot;DDX3X_prot;DDX42_prot;DHX9_prot;EPRS_prot;FUS_prot;G3BP1_prot;G3BP2_prot;GLS_prot;GNB1_prot;GTF2I_prot;HNF4A_prot;IQGAP1_prot;MATR3_prot;MBNL1_prot;NBN_prot;NUP133_prot;NUP50_prot;OSTF1_prot;POLDIP3_prot;PRPF4_prot;PRPF40A_prot;PSPC1_prot;RB1_prot;SPAG9_prot;SSB_prot;STIP1_prot;SUPT16H_prot;WDR1_prot;XRN2_prot;ZNF638_prot	34
ACTR2_prot	ACTR2	prot	ACTB_prot;ACTR3_prot;ALAD_prot;ANP32B_prot;ARPC1A_prot;ARPC1B_prot;ARPC2_prot;ARPC3_prot;ARPC4_prot;ARPC5_prot;ARPC5L_prot;CALR_prot;CALU_prot;CD44_prot;CORO1C_prot;CRTAP_prot;CTTN_prot;CUL3_prot;DHPS_prot;EFTUD1_prot;FUBP1_prot;GRPEL1_prot;HSPBP1_prot;NIF3L1_prot;NSUN2_prot;OGT_prot;OSGEP_prot;PPME1_prot;RANGAP1_prot;RPA1_prot;RPRD1B_prot;SH3GL1_prot;SH3GLB1_prot;SRP9_prot;TPD52L2_prot;TTLL12_prot;UBE2N_prot;UFM1_prot	38
ACTR3B_mrna	ACTR3B	mrna	SUPT16H_prot;XRCC5_prot	2
ACTR3C_mrna	ACTR3C	mrna	SUPT16H_prot;XRCC5_prot	2
ACTR3_mrna	ACTR3	mrna	PRPF40A_prot	1
ACTR3_prot	ACTR3	prot	ACTB_prot;ACTR2_prot;ANP32B_prot;ARPC1A_prot;ARPC1B_prot;ARPC2_prot;ARPC3_prot;ARPC4_prot;ARPC5_prot;ARPC5L_prot;CALU_prot;CCT2_prot;CCT3_prot;CCT4_prot;CCT6A_prot;CCT7_prot;CD44_prot;CDK1_prot;CST1_prot;CTTN_prot;FKBP10_prot;FUBP1_prot;HCLS1_prot;HNRNPF_prot;NIF3L1_prot;NSUN2_prot;PPP1R12A_prot;PUS1_prot;RAD21_prot;RANGAP1_prot;RPA1_prot;RPRD1B_prot;SH3GL1_prot;SH3GLB1_prot;TNPO3_prot;TPD52L2_prot;TTLL12_prot;UGGT1_prot;WASF2_prot	39
ACTR5_mrna	ACTR5	mrna	DDX19A_prot;KARS_prot;MCM4_prot;PDCD11_prot;PFDN6_prot;RAE1_prot;RBM14_prot	7
ACTR6_mrna	ACTR6	mrna	TCERG1_prot	1
ACTR8_mrna	ACTR8	mrna	TBL1XR1_prot	1
ACTRT3_mrna	ACTRT3	mrna	TBL1XR1_prot	1
ACVR1B_mrna	ACVR1B	mrna	POLR2A_prot	1
ACVR1C_mrna	ACVR1C	mrna	POLR2A_prot	1
ACVR1_mrna	ACVR1	mrna	TBL1XR1_prot	1
ACVR2A_mrna	ACVR2A	mrna	POLR2A_prot	1
ACVR2B_mrna	ACVR2B	mrna	ELF1_prot	1
ACVRL1_mrna	ACVRL1	mrna	ELF1_prot	1
ACY1_mrna	ACY1	mrna	ELF1_prot	1
ACY1_prot	ACY1	prot	APP_prot;NPM1_prot;PPME1_prot;SEC13_prot	4
ACY3_mrna	ACY3	mrna	ELF1_prot	1
ACYP1_mrna	ACYP1	mrna	ELF1_prot	1
ACYP2_mrna	ACYP2	mrna	HDAC1_prot	1
ADAL_mrna	ADAL	mrna	HDAC1_prot	1
ADAM10_mrna	ADAM10	mrna	CANX_prot;CUL4B_prot;PSPC1_prot	3
ADAM10_prot	ADAM10	prot	GRB2_prot;PDIA3_prot	2
ADAM11_mrna	ADAM11	mrna	CANX_prot;CUL4B_prot;PSPC1_prot	3
ADAM12_mrna	ADAM12	mrna	CANX_prot;CUL4B_prot;PSPC1_prot	3
ADAM15_mrna	ADAM15	mrna	RELA_prot;SHC1_prot;WDR1_prot	3
ADAM17_mrna	ADAM17	mrna	MRPL24_prot;SAMHD1_prot	2
ADAM19_mrna	ADAM19	mrna	CHERP_prot;HNF4A_prot;KRT7_prot;LMO7_prot;XDH_prot	5
ADAM22_mrna	ADAM22	mrna	CHERP_prot;HNF4A_prot;KRT7_prot;LMO7_prot;XDH_prot	5
ADAM23_mrna	ADAM23	mrna	CHERP_prot;HNF4A_prot;KRT7_prot;LMO7_prot;XDH_prot	5
ADAM28_mrna	ADAM28	mrna	CHERP_prot;HNF4A_prot;KRT7_prot;LMO7_prot;XDH_prot	5
ADAM32_mrna	ADAM32	mrna	NUP37_prot;RFC4_prot	2
ADAM33_mrna	ADAM33	mrna	CDC5L_prot;EPRS_prot;LPP_prot;PSPC1_prot;RBM14_prot;SEC23IP_prot	6
ADAM8_mrna	ADAM8	mrna	STAT6_prot	1
ADAM9_mrna	ADAM9	mrna	ANKFY1_prot;CANX_prot;CLIC4_prot;SPAG9_prot	4
ADAMDEC1_mrna	ADAMDEC1	mrna	ANKFY1_prot;CANX_prot;CLIC4_prot;SPAG9_prot	4
ADAMTS10_mrna	ADAMTS10	mrna	ANKFY1_prot;CANX_prot;CLIC4_prot;SPAG9_prot	4
ADAMTS12_mrna	ADAMTS12	mrna	ANKFY1_prot;CANX_prot;CLIC4_prot;SPAG9_prot	4
ADAMTS14_mrna	ADAMTS14	mrna	ANKFY1_prot;CANX_prot;CLIC4_prot;SPAG9_prot	4
ADAMTS15_mrna	ADAMTS15	mrna	ANKFY1_prot;CANX_prot;CLIC4_prot;SPAG9_prot	4
ADAMTS16_mrna	ADAMTS16	mrna	ANKFY1_prot;CANX_prot;CLIC4_prot;SPAG9_prot	4
ADAMTS17_mrna	ADAMTS17	mrna	ANKFY1_prot;CANX_prot;CLIC4_prot;SPAG9_prot	4
ADAMTS18_mrna	ADAMTS18	mrna	ANKFY1_prot;CANX_prot;CLIC4_prot;SPAG9_prot	4
ADAMTS19_mrna	ADAMTS19	mrna	ANKFY1_prot;CANX_prot;CLIC4_prot;SPAG9_prot	4
ADAMTS1_mrna	ADAMTS1	mrna	ANKFY1_prot;CANX_prot;CLIC4_prot;SPAG9_prot	4
ADAMTS2_mrna	ADAMTS2	mrna	ANKFY1_prot;CANX_prot;CLIC4_prot;SPAG9_prot	4
ADAMTS3_mrna	ADAMTS3	mrna	ANKFY1_prot;CANX_prot;CLIC4_prot;SPAG9_prot	4
ADAMTS4_mrna	ADAMTS4	mrna	ANKFY1_prot;CANX_prot;CLIC4_prot;SPAG9_prot	4
ADAMTS5_mrna	ADAMTS5	mrna	ANKFY1_prot;CANX_prot;CLIC4_prot;SPAG9_prot	4
ADAMTS6_mrna	ADAMTS6	mrna	ANKFY1_prot;CANX_prot;CLIC4_prot;SPAG9_prot	4
ADAMTS7_mrna	ADAMTS7	mrna	ANKFY1_prot;CANX_prot;CLIC4_prot;SPAG9_prot	4
ADAMTS8_mrna	ADAMTS8	mrna	ANKFY1_prot;CANX_prot;CLIC4_prot;SPAG9_prot	4
ADAMTS9_mrna	ADAMTS9	mrna	ANKFY1_prot;CANX_prot;CLIC4_prot;SPAG9_prot	4
ADAMTSL1_mrna	ADAMTSL1	mrna	ANKFY1_prot;CANX_prot;CLIC4_prot;SPAG9_prot	4
ADAMTSL2_mrna	ADAMTSL2	mrna	UBTF_prot	1
ADAMTSL3_mrna	ADAMTSL3	mrna	UBTF_prot	1
ADAMTSL4_mrna	ADAMTSL4	mrna	UBTF_prot	1
ADAMTSL5_mrna	ADAMTSL5	mrna	UBTF_prot	1
ADAP1_mrna	ADAP1	mrna	RAD21_prot	1
ADAP2_mrna	ADAP2	mrna	RAD21_prot	1
ADARB1_mrna	ADARB1	mrna	LDB3_prot;NAPA_prot;PWP2_prot;UBTF_prot	4
ADARB2_mrna	ADARB2	mrna	SFPQ_prot	1
ADAR_mrna	ADAR	mrna	RAD21_prot	1
ADAR_prot	ADAR	prot	AGO2_prot;CAND1_prot;CUL3_prot;DDX17_prot;DHX9_prot;EIF2AK2_prot;HDLBP_prot;HNRNPA1_prot;HNRNPM_prot;PRKDC_prot;SNRPN_prot;TGM2_prot;UPF1_prot;XPO1_prot;XRCC5_prot;XRCC6_prot	16
ADAT1_mrna	ADAT1	mrna	SFPQ_prot	1
ADAT2_mrna	ADAT2	mrna	SFPQ_prot	1
ADAT3_mrna	ADAT3	mrna	SFPQ_prot	1
ADA_mrna	ADA	mrna	HDAC1_prot	1
ADCK1_mrna	ADCK1	mrna	SFPQ_prot	1
ADCK2_mrna	ADCK2	mrna	SFPQ_prot	1
ADCK3_mrna	ADCK3	mrna	SFPQ_prot	1
ADCK3_prot	ADCK3	prot	VCP_prot	1
ADCK4_mrna	ADCK4	mrna	SFPQ_prot	1
ADCY10_mrna	ADCY10	mrna	GLS_prot	1
ADCY1_mrna	ADCY1	mrna	GLS_prot	1
ADCY2_mrna	ADCY2	mrna	GLS_prot	1
ADCY3_mrna	ADCY3	mrna	LIG1_prot;MCM2_prot;RFC5_prot;SF3B3_prot	4
ADCY4_mrna	ADCY4	mrna	VWF_prot	1
ADCY5_mrna	ADCY5	mrna	VWF_prot	1
ADCY6_mrna	ADCY6	mrna	POLR2A_prot	1
ADCY7_mrna	ADCY7	mrna	POLR2A_prot	1
ADCY9_mrna	ADCY9	mrna	POLR2A_prot	1
ADCYAP1R1_mrna	ADCYAP1R1	mrna	POLR2A_prot	1
ADCYAP1_mrna	ADCYAP1	mrna	POLR2A_prot	1
ADD1_mrna	ADD1	mrna	TFAM_prot	1
ADD1_prot	ADD1	prot	CSNK2B_prot;GBP2_prot;HDAC1_prot;HSPH1_prot;MMS19_prot;SMARCC1_prot;SPTA1_prot;SPTAN1_prot;SPTB_prot;VCP_prot	10
ADD2_mrna	ADD2	mrna	TFAM_prot	1
ADD3_mrna	ADD3	mrna	STAT1_prot	1
ADD3_prot	ADD3	prot	GBP2_prot;VWA5A_prot	2
ADGRA2_mrna	ADGRA2	mrna	STAT1_prot	1
ADGRA3_mrna	ADGRA3	mrna	STAT1_prot	1
ADGRB1_mrna	ADGRB1	mrna	STAT1_prot	1
ADGRB2_mrna	ADGRB2	mrna	RAD21_prot	1
ADGRB3_mrna	ADGRB3	mrna	RAD21_prot	1
ADGRD1_mrna	ADGRD1	mrna	RAD21_prot	1
ADGRE1_mrna	ADGRE1	mrna	RAD21_prot	1
ADGRE2_mrna	ADGRE2	mrna	RAD21_prot	1
ADGRE3_mrna	ADGRE3	mrna	RAD21_prot	1
ADGRE5_mrna	ADGRE5	mrna	POLR2A_prot	1
ADGRF1_mrna	ADGRF1	mrna	POLR2A_prot	1
ADGRF2_mrna	ADGRF2	mrna	POLR2A_prot	1
ADGRF3_mrna	ADGRF3	mrna	POLR2A_prot	1
ADGRF4_mrna	ADGRF4	mrna	POLR2A_prot	1
ADGRF5_mrna	ADGRF5	mrna	POLR2A_prot	1
ADGRG1_mrna	ADGRG1	mrna	POLR2A_prot	1
ADGRG2_mrna	ADGRG2	mrna	POLR2A_prot	1
ADGRG3_mrna	ADGRG3	mrna	POLR2A_prot	1
ADGRG5_mrna	ADGRG5	mrna	POLR2A_prot	1
ADGRG6_mrna	ADGRG6	mrna	POLR2A_prot	1
ADGRG7_mrna	ADGRG7	mrna	POLR2A_prot	1
ADGRL1_mrna	ADGRL1	mrna	RAD21_prot	1
ADGRL2_mrna	ADGRL2	mrna	RAD21_prot	1
ADGRL3_mrna	ADGRL3	mrna	RAD21_prot	1
ADGRL4_mrna	ADGRL4	mrna	RAD21_prot	1
ADGRV1_mrna	ADGRV1	mrna	RAD21_prot	1
ADH1B_mrna	ADH1B	mrna	RAD21_prot	1
ADH1B_prot	ADH1B	prot	ADH1C_prot;GNB2L1_prot;PML_prot;SERPINA3_prot;YWHAE_prot	5
ADH1C_mrna	ADH1C	mrna	RAD21_prot	1
ADH1C_prot	ADH1C	prot	ADH1B_prot	1
ADH4_mrna	ADH4	mrna	RAD21_prot	1
ADH5_mrna	ADH5	mrna	RAD21_prot	1
ADH5_prot	ADH5	prot	APP_prot;CSNK2B_prot;HDAC1_prot;PRDX1_prot;VTN_prot	5
ADH6_mrna	ADH6	mrna	RAD21_prot	1
ADHFE1_mrna	ADHFE1	mrna	RAD21_prot	1
ADI1_mrna	ADI1	mrna	RAD21_prot	1
ADIPOR1_mrna	ADIPOR1	mrna	RAD21_prot	1
ADIPOR2_mrna	ADIPOR2	mrna	RAD21_prot	1
ADK_mrna	ADK	mrna	FUBP3_prot;KRT7_prot;POLR2A_prot	3
ADK_prot	ADK	prot	FGB_prot	1
ADM5_mrna	ADM5	mrna	UBTF_prot	1
ADM_mrna	ADM	mrna	UBTF_prot	1
ADNP_mrna	ADNP	mrna	SMARCC1_prot;SMU1_prot;ZNF638_prot	3
ADNP_prot	ADNP	prot	ARID2_mrna;BPTF_mrna;CHD2_mrna;HIAT1_mrna;KCNH2_mrna;MAPK1_mrna;PAPD4_mrna;PPP3R1_mrna;SMARCC1_mrna;SMC2_mrna;SMU1_mrna;VPS35_mrna;ZCCHC7_mrna;ZFAND6_mrna;ZNF609_mrna;ZNF638_mrna;CBX3_prot;CBX5_prot;EBNA1BP2_prot;EMD_prot;HDAC1_prot;PHGDH_prot;QPRT_prot;RRS1_prot;SAP18_prot;SEPT2_prot;SMARCC2_prot	27
ADORA1_mrna	ADORA1	mrna	NFKB1_prot;RELA_prot	2
ADORA2A_mrna	ADORA2A	mrna	NFKB1_prot;RELA_prot	2
ADORA2B_mrna	ADORA2B	mrna	IGF2BP2_prot;KLC1_prot;PTBP1_prot	3
ADO_mrna	ADO	mrna	SMARCC1_prot;SMU1_prot;ZNF638_prot	3
ADPGK_mrna	ADPGK	mrna	CDC5L_prot;CLIC1_prot;GNB1_prot;NONO_prot;NUP50_prot;PRPF4_prot;PRPF40A_prot;PSPC1_prot;PTBP1_prot;SEC23IP_prot;STIP1_prot;WDR1_prot;XRN2_prot;ZNF207_prot	14
ADPRHL1_mrna	ADPRHL1	mrna	STAT1_prot	1
ADPRHL2_mrna	ADPRHL2	mrna	POLR2A_prot	1
ADPRH_mrna	ADPRH	mrna	STAT1_prot	1
ADPRM_mrna	ADPRM	mrna	POLR2A_prot	1
ADRA1B_mrna	ADRA1B	mrna	POLR2A_prot	1
ADRA1D_mrna	ADRA1D	mrna	POLR2A_prot	1
ADRA2A_mrna	ADRA2A	mrna	POLR2A_prot	1
ADRA2B_mrna	ADRA2B	mrna	GTF2F1_prot;NFKB1_prot;STAT6_prot	3
ADRA2C_mrna	ADRA2C	mrna	GTF2F1_prot;NFKB1_prot;STAT6_prot	3
ADRB1_mrna	ADRB1	mrna	GTF2F1_prot;NFKB1_prot;STAT6_prot	3
ADRB2_mrna	ADRB2	mrna	GTF2F1_prot;NFKB1_prot;STAT6_prot	3
ADRBK1_mrna	ADRBK1	mrna	ARID3A_prot;CHERP_prot;DDX54_prot;DNM2_prot;HNF4A_prot;KRT7_prot;LMO7_prot;PDLIM7_prot;PWP2_prot;STRN4_prot;UBTF_prot;XDH_prot	12
ADRBK2_mrna	ADRBK2	mrna	ARID3A_prot;CHERP_prot;DDX54_prot;DNM2_prot;HNF4A_prot;KRT7_prot;LMO7_prot;PDLIM7_prot;PWP2_prot;STRN4_prot;UBTF_prot;XDH_prot	12
ADRM1_mrna	ADRM1	mrna	BOP1_prot;DHX16_prot;DHX9_prot;KARS_prot;KPNA6_prot;PCBP1_prot;PSMD3_prot;PTBP1_prot;STIP1_prot;VARS_prot;XRN2_prot	11
ADRM1_prot	ADRM1	prot	APP_prot;BUB3_prot;FKBP8_prot;NOS2_prot;PRDX1_prot;PSMA2_prot;PSMA6_prot;PSMC1_prot;PSMC2_prot;PSMC3_prot;PSMC4_prot;PSMC5_prot;PSMC6_prot;PSMD1_prot;PSMD10_prot;PSMD11_prot;PSMD12_prot;PSMD13_prot;PSMD14_prot;PSMD2_prot;PSMD3_prot;PSMD4_prot;PSMD5_prot;PSMD6_prot;PSMD7_prot;PSMD8_prot;RAD23B_prot;RPS21_prot;RPS8_prot;TIMM13_prot;TIMM8A_prot;TXNL1_prot;UCHL5_prot;USMG5_prot;USP14_prot;YWHAE_prot	36
ADSL_mrna	ADSL	mrna	COPS3_prot;DDX28_prot;EPRS_prot;KARS_prot;MRPS17_prot;NUP37_prot;PSMD4_prot;RBM28_prot;RUVBL2_prot;WDR12_prot;YBX1_prot	11
ADSL_prot	ADSL	prot	ALOX5_prot;API5_prot;COMTD1_prot;CTSC_prot;DNAJB1_prot;DRG2_prot;EHD4_prot;EIF1AX_prot;FGB_prot;GTF2I_prot;NPLOC4_prot;NT5C2_prot;OXSR1_prot;PAIP1_prot;PDE12_prot;PLIN3_prot;RAD23B_prot;SAE1_prot;TWF1_prot;USP47_prot;WARS_prot;XPNPEP1_prot	22
ADSSL1_mrna	ADSSL1	mrna	UBTF_prot	1
ADSS_mrna	ADSS	mrna	UBTF_prot	1
ADSS_prot	ADSS	prot	ANXA6_prot;CBX3_prot;CUL3_prot;FDPS_prot;GSR_prot;HSPE1_prot;IDH1_prot;KYNU_prot;OXCT1_prot;PDIA3_prot;RNH1_prot;SGTA_prot;TALDO1_prot;THOP1_prot;WDR1_prot	15
ADTRP_mrna	ADTRP	mrna	UBTF_prot	1
AEBP1_mrna	AEBP1	mrna	UBTF_prot	1
AEBP1_prot	AEBP1	prot	GRB2_prot	1
AEBP2_mrna	AEBP2	mrna	RAD21_prot	1
AEN_mrna	AEN	mrna	RAD21_prot	1
AES_mrna	AES	mrna	RAD21_prot	1
AFAP1L1_mrna	AFAP1L1	mrna	RAD21_prot	1
AFAP1L2_mrna	AFAP1L2	mrna	RAD21_prot	1
