Feature	Gene	Type	Neighbor_inData	NumNeigh_inData
RPL23_mrna	RPL23	mrna	WDR43_prot	1
RPL23_prot	RPL23	prot	APP_prot;ASS1_prot;ATG3_prot;BCCIP_prot;CAND1_prot;CDC42_prot;CLU_prot;CNDP2_prot;COPS5_prot;COPS6_prot;CRK_prot;CSK_prot;CSNK1A1_prot;CSNK2A2_prot;CUL1_prot;CUL3_prot;DLD_prot;EEF2_prot;EIF2AK2_prot;EIF6_prot;EMILIN1_prot;EPS8L2_prot;EVL_prot;FBL_prot;FKBP9_prot;GNL3_prot;HNRNPM_prot;ILF2_prot;ILF3_prot;ILK_prot;LRP1_prot;NIFK_prot;NOP2_prot;NOP56_prot;NOS2_prot;OXSR1_prot;PAK1_prot;PCK1_prot;PDIA3_prot;PRKAA1_prot;PRKCD_prot;PSMC3_prot;PXN_prot;RAD21_prot;RELA_prot;RIPK1_prot;RPL10_prot;RPL10A_prot;RPL11_prot;RPL12_prot;RPL13_prot;RPL14_prot;RPL15_prot;RPL17_prot;RPL18_prot;RPL18A_prot;RPL19_prot;RPL21_prot;RPL22_prot;RPL23A_prot;RPL24_prot;RPL27_prot;RPL3_prot;RPL30_prot;RPL31_prot;RPL32_prot;RPL37A_prot;RPL4_prot;RPL5_prot;RPL6_prot;RPL7_prot;RPL7A_prot;RPL8_prot;RPL9_prot;RPLP0_prot;RPLP1_prot;RPLP2_prot;RPS11_prot;RPS12_prot;RPS13_prot;RPS14_prot;RPS15A_prot;RPS16_prot;RPS17_prot;RPS19_prot;RPS2_prot;RPS20_prot;RPS21_prot;RPS23_prot;RPS24_prot;RPS25_prot;RPS27A_prot;RPS28_prot;RPS3_prot;RPS3A_prot;RPS4X_prot;RPS5_prot;RPS6_prot;RPS6KA1_prot;RPS7_prot;RPS8_prot;RPSA_prot;RRS1_prot;SLC25A5_prot;SLC9A3R1_prot;STK24_prot;TRAF2_prot;TUBB_prot;TUFM_prot;UBL4A_prot;UQCRB_prot;USP14_prot;VRK1_prot;WIBG_prot	114
RPL24_mrna	RPL24	mrna	MSH6_prot;RPS11_prot	2
RPL24_prot	RPL24	prot	CAND1_prot;CD81_prot;CHCHD2_prot;CNBP_prot;COPS5_prot;COPS6_prot;CSNK1A1_prot;CSNK2A2_prot;CUL1_prot;CUL3_prot;CUL4B_prot;DEFA5_prot;EEF1A1_prot;EEF1E1_prot;EIF2AK2_prot;EIF4A3_prot;FAF1_prot;FARSB_prot;GART_prot;IARS_prot;ICAM1_prot;ILF3_prot;ILK_prot;ISG15_prot;LYAR_prot;NAP1L1_prot;NARS_prot;NCL_prot;NDRG1_prot;NPM1_prot;OXR1_prot;OXSR1_prot;PAK2_prot;PLOD2_prot;PRKAA1_prot;PSMB1_prot;PSMD4_prot;PURB_prot;RAD23B_prot;RPL10A_prot;RPL11_prot;RPL12_prot;RPL13_prot;RPL14_prot;RPL15_prot;RPL17_prot;RPL18_prot;RPL18A_prot;RPL19_prot;RPL21_prot;RPL22_prot;RPL23_prot;RPL23A_prot;RPL27A_prot;RPL31_prot;RPL37A_prot;RPL4_prot;RPL5_prot;RPL6_prot;RPL7_prot;RPL7A_prot;RPL9_prot;RPLP0_prot;RPS11_prot;RPS12_prot;RPS13_prot;RPS15A_prot;RPS16_prot;RPS17_prot;RPS19_prot;RPS2_prot;RPS20_prot;RPS21_prot;RPS23_prot;RPS24_prot;RPS25_prot;RPS27A_prot;RPS28_prot;RPS3_prot;RPS3A_prot;RPS4X_prot;RPS5_prot;RPS6_prot;RPS6KA1_prot;RPS8_prot;RPSA_prot;SAMHD1_prot;SF1_prot;SQSTM1_prot;SRSF6_prot;STK24_prot;STRAP_prot;SYNCRIP_prot;TIMM13_prot;TROVE2_prot;UBL4A_prot;VPS35_prot;XRCC5_prot;YWHAZ_prot	99
RPL26L1_mrna	RPL26L1	mrna	CPSF6_prot;MCM4_prot;NUP37_prot;RAE1_prot;RFC5_prot;SSBP1_prot	6
RPL26L1_prot	RPL26L1	prot	ATIC_mrna;AURKB_mrna;BIRC5_mrna;C14orf166_mrna;C1QBP_mrna;CCNB1_mrna;CCT5_mrna;CDC20_mrna;CDCA5_mrna;CDKN3_mrna;CDT1_mrna;CFLAR_mrna;CHCHD1_mrna;CHEK2_mrna;CKS1B_mrna;CPSF3_mrna;CPSF6_mrna;CSTF1_mrna;DCUN1D5_mrna;DGUOK_mrna;EBNA1BP2_mrna;EXOSC2_mrna;EXOSC5_mrna;FBXO22_mrna;GEMIN6_mrna;GMPS_mrna;HSPE1_mrna;ITGB3BP_mrna;KIF22_mrna;KIF4A_mrna;LPP_mrna;LYRM4_mrna;MAD2L1_mrna;MCM4_mrna;MPP6_mrna;MRPL22_mrna;NDUFA4L2_mrna;NME1-NME2_mrna;NPM3_mrna;NUDCD2_mrna;NUP37_mrna;PAICS_mrna;PPAT_mrna;PRELID1_mrna;PRMT5_mrna;PSMA5_mrna;PSMB2_mrna;PSMB7_mrna;PSMG1_mrna;RAD51C_mrna;RAE1_mrna;RAN_mrna;RFC5_mrna;RFT1_mrna;RPL22L1_mrna;RPS19_mrna;SLC25A13_mrna;SNRPF_mrna;TFDP1_mrna;THG1L_mrna;TIMM13_mrna;TIPIN_mrna;TRAIP_mrna;TYMS_mrna;UBE2T_mrna;UCK2_mrna;UMPS_mrna;WARS2_mrna;WDR18_mrna;YRDC_mrna;CAND1_prot;CNBP_prot;COPS5_prot;CSNK2A2_prot;CUL1_prot;CUL3_prot;CUL4B_prot;DDX1_prot;DHX9_prot;H2AFX_prot;H2AFY2_prot;HIST1H1E_prot;HNRNPM_prot;ICAM1_prot;IGF2BP3_prot;ILF2_prot;KIAA0020_prot;MECP2_prot;MRE11A_prot;MRPL47_prot;NCL_prot;NPM1_prot;QARS_prot;RFC4_prot;RPL10A_prot;RPL13_prot;RPL14_prot;RPL18_prot;RPL27_prot;RPL28_prot;RPL30_prot;RPL37A_prot;RPL6_prot;RPL7_prot;RPL8_prot;RPL9_prot;RPS11_prot;RPS14_prot;RPS2_prot;RPS7_prot;RPS8_prot;RPSA_prot;RTCB_prot;SART3_prot;SRP68_prot;STAU1_prot;SYNCRIP_prot;TRA2A_prot;ZC3HAV1_prot	119
RPL26_mrna	RPL26	mrna	MSH6_prot;RPS11_prot	2
RPL27A_mrna	RPL27A	mrna	RPL23A_prot;RPS11_prot	2
RPL27A_prot	RPL27A	prot	ABCF1_prot;AIMP1_prot;AIMP2_prot;CAND1_prot;CCAR2_prot;CD81_prot;COPS5_prot;CSNK1A1_prot;CSNK2A2_prot;CUL1_prot;CUL4B_prot;DARS_prot;DHX9_prot;EBNA1BP2_prot;EEF1E1_prot;EIF2AK2_prot;EIF2S1_prot;EIF4A3_prot;FAU_prot;GNB2L1_prot;HNRNPA1_prot;HNRNPA2B1_prot;ICAM1_prot;ILK_prot;ISG15_prot;MARS_prot;NOP56_prot;OXSR1_prot;PRKAA1_prot;PSMD4_prot;QARS_prot;RAD23B_prot;RBM39_prot;RPL10_prot;RPL11_prot;RPL12_prot;RPL13_prot;RPL14_prot;RPL15_prot;RPL18_prot;RPL19_prot;RPL22_prot;RPL23A_prot;RPL24_prot;RPL3_prot;RPL30_prot;RPL35_prot;RPL36_prot;RPL37A_prot;RPL5_prot;RPL6_prot;RPL7_prot;RPL7A_prot;RPL8_prot;RPS16_prot;RPS2_prot;RPS20_prot;RPS25_prot;RPS3_prot;RPS3A_prot;RPS4X_prot;RPS6_prot;RPS6KA1_prot;RPS8_prot;SQSTM1_prot;STK24_prot;UBL4A_prot;YWHAZ_prot	68
RPL27_mrna	RPL27	mrna	CPSF6_prot;MCM4_prot;NUP37_prot;RAE1_prot;RFC5_prot;SSBP1_prot	6
RPL27_prot	RPL27	prot	CAND1_prot;CD81_prot;CNBP_prot;COPS5_prot;CSNK1A1_prot;CSNK2A2_prot;CUL1_prot;CUL3_prot;CUL4B_prot;DDX1_prot;DHX9_prot;EIF2AK2_prot;EVPL_prot;FLII_prot;HNRNPM_prot;ICAM1_prot;ILF3_prot;KIAA0020_prot;MECP2_prot;MRE11A_prot;NDUFS1_prot;NRP1_prot;PA2G4_prot;PSMD4_prot;PXN_prot;QARS_prot;RAD23B_prot;RELA_prot;RPL12_prot;RPL14_prot;RPL18_prot;RPL19_prot;RPL23_prot;RPL26L1_prot;RPL28_prot;RPL30_prot;RPL31_prot;RPL37A_prot;RPL4_prot;RPL6_prot;RPL9_prot;RPS10_prot;RPS13_prot;RPS15A_prot;RPS16_prot;RPS17_prot;RPS2_prot;RPS21_prot;RPS23_prot;RPS24_prot;RPS29_prot;RPS3A_prot;RPS4X_prot;RPS8_prot;RPS9_prot;RPSA_prot;RRS1_prot;RTCB_prot;SART3_prot;SLC25A3_prot;SQSTM1_prot;STK24_prot;UBL4A_prot	63
RPL28_mrna	RPL28	mrna	ATAD3A_prot;NLE1_prot	2
RPL28_prot	RPL28	prot	BRIX1_prot;C1QBP_prot;CAND1_prot;COPS5_prot;CSNK2A2_prot;CUL1_prot;DKC1_prot;EIF2AK2_prot;EIF4A3_prot;FTSJ3_prot;GLYR1_prot;GTF2I_prot;HIST1H1C_prot;ILK_prot;KIAA0020_prot;LYAR_prot;NCL_prot;OXSR1_prot;PA2G4_prot;PRKAA1_prot;PTPRK_prot;PXN_prot;RBM28_prot;RPL14_prot;RPL18_prot;RPL18A_prot;RPL19_prot;RPL26L1_prot;RPL27_prot;RPL3_prot;RPL30_prot;RPL32_prot;RPL36_prot;RPL4_prot;RPL5_prot;RPL6_prot;RPL7A_prot;RPL8_prot;RPLP0_prot;RPLP2_prot;RPS10_prot;RPS18_prot;RPS19_prot;RPS2_prot;RPS23_prot;RPS29_prot;RPS3_prot;RPS3A_prot;RPS8_prot;RTCA_prot;SDCBP_prot;TUBA4A_prot;TUBB3_prot;UBE2D3_prot;UBL4A_prot	55
RPL29_mrna	RPL29	mrna	ARID3A_prot	1
RPL29_prot	RPL29	prot	BTF3_prot;CSNK1A1_prot;CSNK2A2_prot;DES_prot;EIF2AK2_prot;EIF4B_prot;EIF5_prot;HSP90AA1_prot;ILF3_prot;ILK_prot;MDC1_prot;MECP2_prot;OXSR1_prot;PRKAA1_prot;PRKCD_prot;PSMC5_prot;PXN_prot;RPL10A_prot;RPL12_prot;RPL14_prot;RPL17_prot;RPL21_prot;RPL23A_prot;RPL32_prot;RPL37A_prot;RPL38_prot;RPL4_prot;RPL5_prot;RPL6_prot;RPL7A_prot;RPL8_prot;RPL9_prot;RPS12_prot;RPS15A_prot;RPS16_prot;RPS2_prot;RPS20_prot;RPS23_prot;RPS24_prot;RPS3_prot;RPS3A_prot;RPS6_prot;RPS6KA1_prot;RPSA_prot;RRS1_prot;RTCA_prot;STK24_prot;UBE2O_prot;UBL4A_prot;VRK1_prot	50
RPL30_mrna	RPL30	mrna	KHSRP_prot;NPM1_prot	2
RPL30_prot	RPL30	prot	APP_prot;BOP1_prot;BRIX1_prot;CAND1_prot;CNBP_prot;COPS5_prot;CUL1_prot;CUL3_prot;CUL4B_prot;DDX21_prot;DDX24_prot;DDX27_prot;DHX30_prot;DKC1_prot;EBNA1BP2_prot;EEF1A1_prot;EIF2AK2_prot;FTSJ3_prot;GLYR1_prot;GNL2_prot;GTPBP4_prot;HIST1H1C_prot;HNRNPM_prot;HNRNPU_prot;HP1BP3_prot;ICAM1_prot;KIAA0020_prot;LYAR_prot;MME_prot;MYBBP1A_prot;NFKB2_prot;NIFK_prot;NLE1_prot;NOP2_prot;NOP56_prot;NOP58_prot;OAS1_prot;PA2G4_prot;PRKRA_prot;RAD21_prot;RBM28_prot;RPF2_prot;RPL10_prot;RPL10A_prot;RPL11_prot;RPL12_prot;RPL13_prot;RPL13A_prot;RPL14_prot;RPL15_prot;RPL18_prot;RPL18A_prot;RPL19_prot;RPL21_prot;RPL22_prot;RPL23_prot;RPL23A_prot;RPL26L1_prot;RPL27_prot;RPL27A_prot;RPL28_prot;RPL3_prot;RPL31_prot;RPL32_prot;RPL35_prot;RPL36_prot;RPL37A_prot;RPL38_prot;RPL4_prot;RPL5_prot;RPL6_prot;RPL7_prot;RPL7A_prot;RPL8_prot;RPLP0_prot;RPS11_prot;RPS13_prot;RPS14_prot;RPS15A_prot;RPS16_prot;RPS2_prot;RPS21_prot;RPS23_prot;RPS24_prot;RPS29_prot;RPS3_prot;RPS3A_prot;RPS4X_prot;RPS5_prot;RPS6_prot;RPS7_prot;RPS8_prot;RPS9_prot;RPSA_prot;SMARCA5_prot;STAU1_prot;SURF6_prot;UBL4A_prot;USP14_prot;ZC3HAV1_prot	100
RPL31_mrna	RPL31	mrna	EEF1B2_prot	1
RPL31_prot	RPL31	prot	APP_prot;BLVRB_prot;CAND1_prot;CD81_prot;CNBP_prot;COPS5_prot;COPS6_prot;CRKL_prot;CSK_prot;CSNK1A1_prot;CSNK2A2_prot;CUL1_prot;CUL3_prot;CUL4B_prot;DDX21_prot;DHX15_prot;DHX9_prot;EBNA1BP2_prot;EEF1A1_prot;EEF2_prot;EIF2AK2_prot;EIF4A3_prot;EIF6_prot;EWSR1_prot;HNRNPM_prot;HNRNPR_prot;ICAM1_prot;IFIT2_prot;ILF2_prot;ILF3_prot;ILK_prot;LYAR_prot;MOGS_prot;MOV10_prot;MRTO4_prot;NAP1L1_prot;NIFK_prot;NOP56_prot;NOS2_prot;OXSR1_prot;PAK1_prot;PRKAA1_prot;RBMX_prot;RPL10_prot;RPL10A_prot;RPL11_prot;RPL12_prot;RPL14_prot;RPL15_prot;RPL17_prot;RPL18_prot;RPL18A_prot;RPL19_prot;RPL21_prot;RPL22_prot;RPL23_prot;RPL23A_prot;RPL24_prot;RPL27_prot;RPL30_prot;RPL35_prot;RPL37A_prot;RPL4_prot;RPL5_prot;RPL6_prot;RPL7_prot;RPL7A_prot;RPL8_prot;RPL9_prot;RPLP0_prot;RPS10_prot;RPS11_prot;RPS12_prot;RPS13_prot;RPS14_prot;RPS15A_prot;RPS16_prot;RPS17_prot;RPS19_prot;RPS2_prot;RPS21_prot;RPS23_prot;RPS24_prot;RPS27A_prot;RPS3_prot;RPS3A_prot;RPS4X_prot;RPS5_prot;RPS6_prot;RPS6KA1_prot;RPS7_prot;RPS8_prot;RPSA_prot;RRS1_prot;SLC25A5_prot;STK24_prot;TUFM_prot;UBL4A_prot;YWHAZ_prot	99
RPL32_mrna	RPL32	mrna	EEF1B2_prot	1
RPL32_prot	RPL32	prot	CALU_prot;CAND1_prot;CNBP_prot;COPS5_prot;CSNK1A1_prot;CSNK2A2_prot;CUL1_prot;EIF2AK2_prot;HDGF_prot;HSP90AA1_prot;HSP90AB1_prot;ILF3_prot;KIAA0020_prot;LYAR_prot;MECP2_prot;MTHFD1_prot;NENF_prot;PAK2_prot;PRKAA1_prot;PSMD4_prot;RAD23B_prot;RPL10A_prot;RPL12_prot;RPL14_prot;RPL15_prot;RPL17_prot;RPL18_prot;RPL18A_prot;RPL19_prot;RPL21_prot;RPL23_prot;RPL23A_prot;RPL28_prot;RPL29_prot;RPL3_prot;RPL30_prot;RPL37A_prot;RPL4_prot;RPL5_prot;RPL7_prot;RPL7A_prot;RPL8_prot;RPL9_prot;RPS14_prot;RPS15A_prot;RPS16_prot;RPS2_prot;RPS20_prot;RPS23_prot;RPS3_prot;RPS3A_prot;RPS4X_prot;RPS6_prot;RPS6KA1_prot;RPS8_prot;RPSA_prot;RRS1_prot;RTCA_prot;SQSTM1_prot;TUFM_prot;UBL4A_prot;ZC3HAV1_prot	62
RPL34_mrna	RPL34	mrna	EEF1B2_prot	1
RPL34_prot	RPL34	prot	APP_prot;CAND1_prot;CNBP_prot;CUL1_prot;EIF2AK2_prot;EIF6_prot;HDGF_prot;OXSR1_prot;RRS1_prot;UBL4A_prot;YWHAZ_prot	11
RPL35A_prot	RPL35A	prot	CAND1_prot;CNBP_prot;CUL1_prot;CUL3_prot;CUL4B_prot;EIF2AK2_prot;HDGF_prot;ICAM1_prot;KIAA0020_prot;NOP56_prot;RAD21_prot;RRS1_prot;RTCA_prot	13
RPL35_mrna	RPL35	mrna	RFC5_prot;RUVBL2_prot;SF3A3_prot;SNRPA_prot;TRIM28_prot	5
RPL35_prot	RPL35	prot	CAND1_prot;CD81_prot;CDC42BPB_prot;CNBP_prot;COPS5_prot;CSK_prot;CSNK1A1_prot;CSNK2A2_prot;CUL1_prot;CUL3_prot;CUL4B_prot;DDX21_prot;EIF2AK2_prot;EIF3D_prot;G3BP1_prot;HDGF_prot;HNRNPU_prot;ICAM1_prot;ILK_prot;LYAR_prot;OXSR1_prot;PAK1_prot;PRKAA1_prot;PRKCD_prot;PRPSAP1_prot;RAD23B_prot;RPL11_prot;RPL14_prot;RPL17_prot;RPL18_prot;RPL23A_prot;RPL27A_prot;RPL30_prot;RPL31_prot;RPL36_prot;RPL38_prot;RPL6_prot;RPL7_prot;RPL7A_prot;RPS11_prot;RPS12_prot;RPS19_prot;RPS20_prot;RPS24_prot;RPS27_prot;RPS3A_prot;RPS6KA1_prot;RPS7_prot;RPS8_prot;RPSA_prot;RRS1_prot;SND1_prot;SQSTM1_prot;STK24_prot;VRK1_prot;YWHAZ_prot	56
RPL36AL_mrna	RPL36AL	mrna	EIF3M_prot;GNB2L1_prot;ILF3_prot;NONO_prot;PA2G4_prot;PCBP2_prot;RPS23_prot;SMARCC1_prot;SSRP1_prot;TRIM28_prot	10
RPL36A_mrna	RPL36A	mrna	EIF3M_prot;GNB2L1_prot;ILF3_prot;NONO_prot;PA2G4_prot;PCBP2_prot;RPS23_prot;SMARCC1_prot;SSRP1_prot;TRIM28_prot	10
RPL36A_prot	RPL36A	prot	CSK_prot;CSNK1A1_prot;CSNK2A2_prot;EIF2AK2_prot;ILK_prot;LYAR_prot;NAP1L1_prot;OXSR1_prot;PRKAA1_prot;PRKCD_prot;PSMD4_prot;QARS_prot;RAD23B_prot;RPS6KA1_prot;SEC16A_prot;SQSTM1_prot;STK24_prot;TUBB6_prot;VRK1_prot	19
RPL36_mrna	RPL36	mrna	EEF1B2_prot	1
RPL36_prot	RPL36	prot	AIMP1_prot;APP_prot;CAND1_prot;CDK5RAP3_prot;CNBP_prot;CUL1_prot;CUL3_prot;DARS_prot;DDX42_prot;DHX15_prot;EEF1E1_prot;EIF2AK2_prot;HNRNPDL_prot;ICAM1_prot;KARS_prot;KIAA0020_prot;MECP2_prot;NONO_prot;OXSR1_prot;PES1_prot;PRKRA_prot;PTBP1_prot;QARS_prot;RPL11_prot;RPL13_prot;RPL14_prot;RPL15_prot;RPL17_prot;RPL18_prot;RPL18A_prot;RPL19_prot;RPL21_prot;RPL23A_prot;RPL27A_prot;RPL28_prot;RPL3_prot;RPL30_prot;RPL35_prot;RPL37A_prot;RPL38_prot;RPL4_prot;RPL5_prot;RPL6_prot;RPL7_prot;RPL7A_prot;RPL8_prot;RPLP0_prot;RPS15_prot;RPS16_prot;RPS24_prot;RPS25_prot;RPS28_prot;RPS4X_prot;RPS6_prot;RPS8_prot;RTCA_prot;UBL4A_prot;YWHAZ_prot;ZC3HAV1_prot	59
RPL37A_mrna	RPL37A	mrna	EIF3M_prot;GNB2L1_prot;ILF3_prot;NONO_prot;PA2G4_prot;PCBP2_prot;RPS23_prot;SMARCC1_prot;SSRP1_prot;TRIM28_prot	10
RPL37A_prot	RPL37A	prot	APP_prot;BRIX1_prot;BUB3_prot;CAND1_prot;CEBPZ_prot;CNBP_prot;COPS5_prot;CSK_prot;CSNK1A1_prot;CSNK2A2_prot;CTPS2_prot;CUL1_prot;CUL3_prot;DDX21_prot;DDX24_prot;DDX27_prot;DEK_prot;DHX30_prot;DHX9_prot;DKC1_prot;EBNA1BP2_prot;EIF2AK2_prot;EIF4A3_prot;EIF6_prot;FTSJ3_prot;GAR1_prot;GLYR1_prot;GNB2L1_prot;GNL2_prot;GNL3_prot;GTPBP4_prot;H2AFY2_prot;HIST1H1E_prot;ILF3_prot;ILK_prot;KIAA0020_prot;LYAR_prot;M6PR_prot;MYBBP1A_prot;NAP1L1_prot;NCL_prot;NOP2_prot;NOP56_prot;NOP58_prot;NPM1_prot;OXSR1_prot;PAK1_prot;PRKAA1_prot;PRKCD_prot;PRPF40A_prot;PRPF8_prot;PSMD4_prot;RAD23B_prot;RBM28_prot;RIF1_prot;RPF2_prot;RPL10A_prot;RPL11_prot;RPL12_prot;RPL13_prot;RPL14_prot;RPL15_prot;RPL17_prot;RPL18_prot;RPL18A_prot;RPL19_prot;RPL21_prot;RPL22_prot;RPL23_prot;RPL23A_prot;RPL24_prot;RPL26L1_prot;RPL27_prot;RPL27A_prot;RPL29_prot;RPL3_prot;RPL30_prot;RPL31_prot;RPL32_prot;RPL36_prot;RPL4_prot;RPL5_prot;RPL6_prot;RPL7_prot;RPL7A_prot;RPL8_prot;RPL9_prot;RPLP0_prot;RPLP2_prot;RPS11_prot;RPS12_prot;RPS13_prot;RPS14_prot;RPS15A_prot;RPS16_prot;RPS17_prot;RPS19_prot;RPS2_prot;RPS20_prot;RPS21_prot;RPS23_prot;RPS24_prot;RPS25_prot;RPS27A_prot;RPS28_prot;RPS3_prot;RPS3A_prot;RPS4X_prot;RPS5_prot;RPS6_prot;RPS6KA1_prot;RPS7_prot;RPS8_prot;RPSA_prot;RRS1_prot;SART3_prot;SLC25A5_prot;SQSTM1_prot;STAU1_prot;STK24_prot;SURF6_prot;TPR_prot;TUFM_prot;U2AF1_prot;U2AF2_prot;UBL4A_prot;VRK1_prot;ZC3HAV1_prot	128
RPL37_mrna	RPL37	mrna	EIF3M_prot;GNB2L1_prot;ILF3_prot;NONO_prot;PA2G4_prot;PCBP2_prot;RPS23_prot;SMARCC1_prot;SSRP1_prot;TRIM28_prot	10
RPL38_mrna	RPL38	mrna	CDC5L_prot;ELF1_prot;RPL23A_prot	3
RPL38_prot	RPL38	prot	AP2M1_prot;CAND1_prot;CHMP5_prot;COPS5_prot;COPS6_prot;CSNK1A1_prot;CSNK2A2_prot;CUL1_prot;CUL3_prot;CUL4A_prot;DUT_prot;EHD4_prot;EIF2AK2_prot;EPB41_prot;HNRNPA1_prot;IARS_prot;IGF2BP3_prot;ILK_prot;MRPL53_prot;NDUFA2_prot;NDUFA7_prot;NMT1_prot;OXSR1_prot;PLCG1_prot;PRKAA1_prot;PXN_prot;RAD23B_prot;RIC8A_prot;RPL10_prot;RPL11_prot;RPL14_prot;RPL17_prot;RPL18_prot;RPL21_prot;RPL23A_prot;RPL29_prot;RPL3_prot;RPL30_prot;RPL35_prot;RPL36_prot;RPL5_prot;RPL7_prot;RPL7A_prot;RPL8_prot;RPS12_prot;RPS13_prot;RPS15A_prot;RPS19_prot;RPS2_prot;RPS25_prot;RPS28_prot;RPS6_prot;RPS6KA1_prot;RRBP1_prot;RUVBL2_prot;SLIRP_prot;SQSTM1_prot;SRPRB_prot;STK24_prot;UBL4A_prot;YWHAZ_prot	61
RPL39L_mrna	RPL39L	mrna	CDC5L_prot;ELF1_prot;RPL23A_prot	3
RPL39_mrna	RPL39	mrna	CDC5L_prot;ELF1_prot;RPL23A_prot	3
RPL3L_mrna	RPL3L	mrna	CDC5L_prot;ELF1_prot;RPL23A_prot	3
RPL3_mrna	RPL3	mrna	KHSRP_prot;NPM1_prot	2
RPL3_prot	RPL3	prot	ATG5_prot;CAND1_prot;CDC42BPB_prot;CNBP_prot;COPS5_prot;CUL1_prot;CUL3_prot;CUL4B_prot;DARS_prot;EBNA1BP2_prot;EIF2AK2_prot;EIF4A3_prot;EIF6_prot;H2AFY2_prot;HSP90AA1_prot;HSP90AB1_prot;ILF3_prot;KIAA0020_prot;LYAR_prot;MECP2_prot;NCL_prot;NDRG1_prot;NENF_prot;NOP56_prot;NPM1_prot;PSMD4_prot;PXN_prot;RAD23B_prot;RPL10_prot;RPL10A_prot;RPL11_prot;RPL12_prot;RPL14_prot;RPL15_prot;RPL17_prot;RPL18_prot;RPL18A_prot;RPL19_prot;RPL21_prot;RPL23_prot;RPL23A_prot;RPL27A_prot;RPL28_prot;RPL30_prot;RPL32_prot;RPL36_prot;RPL37A_prot;RPL38_prot;RPL4_prot;RPL5_prot;RPL6_prot;RPL7_prot;RPL7A_prot;RPL8_prot;RPL9_prot;RPLP0_prot;RPS13_prot;RPS14_prot;RPS15_prot;RPS15A_prot;RPS16_prot;RPS2_prot;RPS20_prot;RPS23_prot;RPS24_prot;RPS3_prot;RPS3A_prot;RPS4X_prot;RPS6_prot;RPS7_prot;RPS8_prot;RPSA_prot;RRS1_prot;SART3_prot;SQSTM1_prot;SRP68_prot;STXBP3_prot;TBC1D4_prot;TUFM_prot;UBL4A_prot;YWHAG_prot	81
RPL41_mrna	RPL41	mrna	EEF1B2_prot;EIF1AX_prot;EIF3M_prot;SSB_prot	4
RPL4_mrna	RPL4	mrna	EEF1B2_prot;EIF1AX_prot;EIF3M_prot;SSB_prot	4
RPL4_prot	RPL4	prot	APOE_prot;ATP5B_prot;CAND1_prot;CD81_prot;CNBP_prot;COPS5_prot;COPS6_prot;CSNK2A2_prot;CUL1_prot;CUL3_prot;CUL4A_prot;CUL4B_prot;EEF1A1_prot;EEF1G_prot;EEF2_prot;EIF2AK2_prot;EIF4A3_prot;EIF6_prot;FBL_prot;GNB2L1_prot;GNL3_prot;H2AFY2_prot;ICAM1_prot;ILF2_prot;ILF3_prot;ILK_prot;KIAA0020_prot;MYBBP1A_prot;NCL_prot;NDRG1_prot;NIFK_prot;NOLC1_prot;NOP2_prot;NOP56_prot;NOP58_prot;NPM1_prot;OXSR1_prot;PA2G4_prot;PABPC1_prot;PCK1_prot;PIN1_prot;PRKAA1_prot;PRPF40A_prot;PSMD4_prot;PTGES3_prot;PXN_prot;RAD23B_prot;RPL10_prot;RPL10A_prot;RPL11_prot;RPL12_prot;RPL13_prot;RPL14_prot;RPL15_prot;RPL17_prot;RPL18_prot;RPL18A_prot;RPL19_prot;RPL21_prot;RPL22_prot;RPL23_prot;RPL23A_prot;RPL24_prot;RPL27_prot;RPL28_prot;RPL29_prot;RPL3_prot;RPL30_prot;RPL31_prot;RPL32_prot;RPL36_prot;RPL37A_prot;RPL5_prot;RPL6_prot;RPL7_prot;RPL7A_prot;RPL8_prot;RPL9_prot;RPLP0_prot;RPLP1_prot;RPS11_prot;RPS12_prot;RPS13_prot;RPS14_prot;RPS15A_prot;RPS16_prot;RPS17_prot;RPS19_prot;RPS2_prot;RPS20_prot;RPS21_prot;RPS23_prot;RPS24_prot;RPS25_prot;RPS27A_prot;RPS28_prot;RPS3_prot;RPS3A_prot;RPS4X_prot;RPS5_prot;RPS6_prot;RPS7_prot;RPS8_prot;RPS9_prot;RPSA_prot;RRP1B_prot;RRS1_prot;RSL1D1_prot;SART3_prot;SERBP1_prot;SLC25A5_prot;SND1_prot;SORBS1_prot;SQSTM1_prot;STK24_prot;TARS_prot;TUBA1C_prot;UBL4A_prot;UQCRH_prot;YWHAE_prot;YWHAZ_prot	121
RPL5_mrna	RPL5	mrna	EEF1B2_prot;EIF3M_prot;NCL_prot;PABPC1_prot;POLR2A_prot;RPS3_prot	6
