Gene	TCGA-AA-3529	TCGA-AA-3531	TCGA-AA-3534	TCGA-AA-3848	TCGA-AA-A00F	TCGA-AA-A00O	TCGA-AA-A017	TCGA-AA-A01C	TCGA-AA-A01F	TCGA-AA-A02E	TCGA-AA-A02H	TCGA-AA-A02J	TCGA-AF-2692	TCGA-AF-3913	TCGA-AG-3574	TCGA-AG-3584	TCGA-AG-3593	TCGA-AG-4007	TCGA-AG-A014	TCGA-AG-A016	TCGA-AG-A01J	TCGA-AG-A01N	TCGA-AG-A032	TCGA-AA-3552	TCGA-AA-3561	TCGA-AA-3666	TCGA-AA-3818	TCGA-AA-3986	TCGA-AA-3989	TCGA-AA-A00K	TCGA-AA-A00U	TCGA-AA-A01I	TCGA-AA-A024	TCGA-AA-A029	TCGA-AF-2691	TCGA-AG-3580	TCGA-AG-A008	TCGA-AG-A00C	TCGA-AG-A00H	TCGA-AG-A00Y	TCGA-AG-A011	TCGA-AG-A015	TCGA-AG-A01L	TCGA-AG-A02X	TCGA-A6-3807	TCGA-A6-3810	TCGA-AA-3518	TCGA-AA-3525	TCGA-AA-3526	TCGA-AA-3554	TCGA-AA-3664	TCGA-AA-3672	TCGA-AA-3684	TCGA-AA-3710	TCGA-AA-3715	TCGA-AA-3864	TCGA-AA-A004	TCGA-AA-A00A	TCGA-AA-A00E	TCGA-AA-A00J	TCGA-AA-A00N	TCGA-AA-A00R	TCGA-AA-A010	TCGA-AA-A01D	TCGA-AA-A01K	TCGA-AA-A02R	TCGA-AF-3400	TCGA-AG-3594	TCGA-AG-A002
ABHD14B	3.4594316186373	2.8073549220576	3.4594316186373	3.58496250072116	4	3.4594316186373	3.58496250072116	3.8073549220576	2.8073549220576	3	2.8073549220576	2.58496250072116	3	2.32192809488736	3.16992500144231	3.16992500144231	3.58496250072116	2.32192809488736	4.08746284125034	2.58496250072116	4.08746284125034	2	2.8073549220576	3.16992500144231	2.32192809488736	3.8073549220576	3.16992500144231	3.70043971814109	3.32192809488736	1.8073549220576	3.32192809488736	1	3.70043971814109	3.4594316186373	0	3	3.4594316186373	3.32192809488736	3.16992500144231	3	3.70043971814109	3.32192809488736	3.4594316186373	1.58496250072116	3.16992500144231	2	3.4594316186373	2	2.32192809488736	3.16992500144231	2.32192809488736	3.16992500144231	4	3.16992500144231	2	3.58496250072116	4.39231742277876	4	3.16992500144231	3.70043971814109	1.58496250072116	3.58496250072116	4.08746284125034	1	3.4594316186373	3.58496250072116	3.16992500144231	3	1.58496250072116
ABHD16A	2	1.58496250072116	1.58496250072116	2	1.58496250072116	2.58496250072116	3.16992500144231	3	2	4	3.32192809488736	0	2.32192809488736	2	1.58496250072116	2	2.58496250072116	1.58496250072116	2	1.58496250072116	2	1.58496250072116	1.58496250072116	3.16992500144231	1	3.16992500144231	2.32192809488736	1.58496250072116	2.32192809488736	1.8073549220576	2.58496250072116	3	1.58496250072116	2	2	2	1.58496250072116	1	2.4594316186373	2.32192809488736	1.58496250072116	3.4594316186373	2.8073549220576	2.32192809488736	3.32192809488736	3	3.16992500144231	0	1.58496250072116	1.58496250072116	2.58496250072116	1.58496250072116	2	3.32192809488736	2	2.58496250072116	2	1.8073549220576	3	1	1	2.4594316186373	2	1.58496250072116	2	1.58496250072116	1	2.8073549220576	1
ABHD6	0	0	0	0	0	3.4594316186373	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ABI1	2	2	2	1	1.58496250072116	2	1	1.58496250072116	1	2	1	1	2	1.58496250072116	1.58496250072116	1.58496250072116	1	1	1.58496250072116	1.58496250072116	2	2	1	2.58496250072116	2.32192809488736	1.58496250072116	1.58496250072116	1	2	1	1.58496250072116	2	2	2	2	2	2	1.58496250072116	2	2.58496250072116	2	1	2.32192809488736	1.58496250072116	2	1.58496250072116	2	1	2	2	2.8073549220576	1.58496250072116	1.58496250072116	2	2	2	2	1.8073549220576	2	1.58496250072116	1.32192809488736	1.58496250072116	1.58496250072116	0	1.58496250072116	1.58496250072116	1.58496250072116	2.32192809488736	1
ABLIM1	1	1	1.58496250072116	2	0	0	1	1	2	2.8073549220576	1.58496250072116	0	2.58496250072116	0	0	0	1.58496250072116	0	1	0	1	0	2.8073549220576	0	1.58496250072116	2.32192809488736	1	0	2	0	1	2.32192809488736	3.16992500144231	2.32192809488736	0	0	2.8073549220576	1	2.8073549220576	2.32192809488736	1	2.8073549220576	2	0	1	0	1	0	0	0	1	1.58496250072116	1.58496250072116	1	0	2.32192809488736	0	0	2.32192809488736	1.58496250072116	0	0	0	0	1	1	1	2.58496250072116	0
ABR	1.58496250072116	2.32192809488736	1	2	2	1.58496250072116	2	2	2.8073549220576	1.58496250072116	0	0	1.58496250072116	1.58496250072116	1.58496250072116	0	0	1.58496250072116	2	2.8073549220576	0	1.58496250072116	1.58496250072116	1	2	2	2	1.58496250072116	2	1	0	2.32192809488736	2	2	1	2	1.58496250072116	1	1.32192809488736	2.32192809488736	0	1	1.58496250072116	0	1.58496250072116	1	0	1.58496250072116	2.58496250072116	1	2.58496250072116	1	0	2.8073549220576	0	2.58496250072116	2.32192809488736	1.32192809488736	2.58496250072116	1	0	1.58496250072116	1	1	1.58496250072116	1	0	1	2
ABRACL	1.58496250072116	1	1.58496250072116	2	2.8073549220576	2.8073549220576	3	2	2.32192809488736	1	1	1.58496250072116	2	1.58496250072116	1	2	1.58496250072116	2.58496250072116	2.8073549220576	2.8073549220576	1.58496250072116	2	1.58496250072116	2.32192809488736	3	2	2	2	2.58496250072116	1.58496250072116	2.58496250072116	1.58496250072116	2	2	2.58496250072116	2	2	2	1.58496250072116	1	2.58496250072116	2.58496250072116	2.58496250072116	1	1.58496250072116	1.58496250072116	2.32192809488736	1	1	1	1	1	2.32192809488736	3	2.58496250072116	1.58496250072116	2	2	2.8073549220576	2.58496250072116	1.58496250072116	1.8073549220576	2	1	2.32192809488736	2	2.8073549220576	2.58496250072116	1
ACAA1	4.58496250072116	3.90689059560852	3.16992500144231	3.8073549220576	4.58496250072116	4.16992500144231	3.8073549220576	4	3.58496250072116	5	2.8073549220576	3.58496250072116	3.58496250072116	3.32192809488736	3.16992500144231	3.4594316186373	4.08746284125034	3.4594316186373	3.58496250072116	4	3.70043971814109	3.32192809488736	2.32192809488736	4.64385618977472	3.90689059560852	3.8073549220576	3	3.70043971814109	3.4594316186373	2.32192809488736	3.58496250072116	3.90689059560852	3.32192809488736	4.64385618977472	3.70043971814109	3.90689059560852	3.32192809488736	2.8073549220576	4.28540221886225	4.64385618977472	3.4594316186373	4.08746284125034	3.70043971814109	3.32192809488736	4.32192809488736	3.4594316186373	3.32192809488736	2.32192809488736	3.70043971814109	3.4594316186373	3.32192809488736	2	3.58496250072116	3	2.58496250072116	3.32192809488736	4.08746284125034	3.08746284125034	4	3.32192809488736	2.8073549220576	3	3.16992500144231	2.58496250072116	3	3.16992500144231	2.58496250072116	4	2
ACAA2	6.18982455888002	5.39231742277876	5.70043971814109	5.88264304936184	5.70043971814109	7.06608919045777	5.75488750216347	5.88264304936184	4.75488750216347	4.08746284125034	5.8073549220576	4.52356195605701	5.55458885167764	5.7279204545632	3.16992500144231	5.24792751344359	5.58496250072116	5.12928301694497	5.39231742277876	4.4594316186373	4.95419631038687	5.08746284125034	4.75488750216347	5.20945336562895	4.24792751344359	5.32192809488736	4.70043971814109	5.78135971352466	5.55458885167764	4.16992500144231	4.70043971814109	5.93073733756289	5.28540221886225	5.58496250072116	4.4594316186373	5.75488750216347	4.70043971814109	3.90689059560852	4.88264304936184	5.83289001416474	4.32192809488736	5.83289001416474	5.24792751344359	2.32192809488736	5.4262647547021	5	4.75488750216347	4.24792751344359	5.08746284125034	4.8073549220576	6.39231742277876	2.8073549220576	6.04439411935845	5.58496250072116	2.58496250072116	2.58496250072116	6.4594316186373	5.94251450533924	5.04439411935845	1.58496250072116	3.95419631038688	4.24792751344359	5.55458885167764	3.16992500144231	4.85798099512757	5.16992500144231	3.58496250072116	4.75488750216347	4.75488750216347
ACACA	2	1.58496250072116	0	2.32192809488736	1	1	1	1	3.70043971814109	2	0	2	2.58496250072116	1.58496250072116	1	1	1.58496250072116	1.58496250072116	2.32192809488736	2	0	2.58496250072116	1.58496250072116	2.32192809488736	3.16992500144231	2	1	0	0	1	3	2.32192809488736	2	2.8073549220576	1	1.58496250072116	2.32192809488736	2.32192809488736	1.8073549220576	2.32192809488736	2.32192809488736	1	1.58496250072116	2.32192809488736	2.8073549220576	0	1	0	1	2.32192809488736	3	0	1	1	0	3.32192809488736	0	1	1.58496250072116	0	0	1.58496250072116	0	0	0	0	0	1.58496250072116	0
ACAD8	1.58496250072116	0	1.58496250072116	2	1.58496250072116	2	1.58496250072116	0	0	2.8073549220576	1.58496250072116	0	0	1.58496250072116	2	1.58496250072116	1	2	0	1	1	2.8073549220576	2	2.58496250072116	0	1	0	1	1.58496250072116	1.58496250072116	0	2	1.58496250072116	1	0	1	1	1	1.8073549220576	1.58496250072116	1.58496250072116	1	2.32192809488736	0	1	1	1	0	2	1	1.58496250072116	1	1.58496250072116	1	0	0	2	1.58496250072116	0	1.58496250072116	1	0	1	1.58496250072116	1	1.58496250072116	0	1	0
ACAD9	3.16992500144231	2.8073549220576	2.58496250072116	3.58496250072116	3	4.08746284125034	3.4594316186373	3.90689059560852	3	3.4594316186373	3.58496250072116	2	3.8073549220576	4.24792751344359	3.32192809488736	3.58496250072116	2.8073549220576	3.16992500144231	2	3.58496250072116	3	2.32192809488736	3	3.70043971814109	2.8073549220576	4.52356195605701	2.58496250072116	2.8073549220576	3	2.16992500144231	2.58496250072116	3	2.58496250072116	3.70043971814109	3	3	2.58496250072116	2.8073549220576	3.52356195605701	3.8073549220576	2.8073549220576	2	3.16992500144231	2	3.70043971814109	3.90689059560852	2.32192809488736	2	2.8073549220576	2.58496250072116	3.16992500144231	3	2.32192809488736	3	1.58496250072116	2.8073549220576	3.4594316186373	3.24792751344359	3.4594316186373	2.58496250072116	1.32192809488736	3.32192809488736	2.8073549220576	2.32192809488736	3	2.58496250072116	1.58496250072116	2.58496250072116	2.58496250072116
ACADM	3.16992500144231	2.8073549220576	2.8073549220576	3	3.16992500144231	4.8073549220576	4.32192809488736	3.58496250072116	1	2.32192809488736	4.24792751344359	1	3.4594316186373	2	2.58496250072116	2	3.70043971814109	2.32192809488736	3.16992500144231	2.32192809488736	2.8073549220576	2.8073549220576	2	3.32192809488736	2.58496250072116	3.16992500144231	1.58496250072116	3.58496250072116	4	2.58496250072116	2.8073549220576	4.39231742277876	3	2.8073549220576	3	2.8073549220576	3	3.32192809488736	3.16992500144231	3.16992500144231	3.32192809488736	3.90689059560852	3.16992500144231	3	3.4594316186373	2.32192809488736	3.58496250072116	2	2.58496250072116	2	3	3.58496250072116	3.8073549220576	3.16992500144231	0	3.32192809488736	4.08746284125034	3.39231742277876	2.8073549220576	3.58496250072116	2	3.08746284125034	3.70043971814109	2.58496250072116	1	3.8073549220576	2.32192809488736	3	2
ACADS	3	3.4594316186373	3.90689059560852	3.4594316186373	3.90689059560852	4.58496250072116	4.16992500144231	3.8073549220576	0	3.4594316186373	4.08746284125034	1.58496250072116	2.8073549220576	2.32192809488736	1.58496250072116	2.8073549220576	2.32192809488736	2.32192809488736	0	2	2.32192809488736	0	2	4.08746284125034	2	3.16992500144231	1	3.4594316186373	3.58496250072116	2.4594316186373	2.8073549220576	4.4594316186373	3.90689059560852	4	2.32192809488736	2.32192809488736	3.58496250072116	2	3.24792751344359	3	3	3.4594316186373	3.58496250072116	0	2.8073549220576	0	3	1.58496250072116	4	2.8073549220576	3.4594316186373	3.90689059560852	4.4594316186373	2.8073549220576	0	1	5	3.8073549220576	2.58496250072116	3.4594316186373	0	2.32192809488736	4.8073549220576	2	2	3.32192809488736	0	3.32192809488736	2.58496250072116
ACADSB	3	3.58496250072116	3	2.58496250072116	2.8073549220576	4.85798099512757	3.58496250072116	2.8073549220576	3.58496250072116	1.58496250072116	3.4594316186373	1.58496250072116	2	0	3.8073549220576	3.4594316186373	2.58496250072116	2.58496250072116	3	2.8073549220576	3.70043971814109	3.70043971814109	2	3.8073549220576	2.8073549220576	2	2.8073549220576	2	3.32192809488736	2	3.8073549220576	3.32192809488736	3.32192809488736	3	2.58496250072116	2.8073549220576	3	2.32192809488736	2.70043971814109	3	2.58496250072116	2.8073549220576	2.32192809488736	1	3.16992500144231	2.32192809488736	2.32192809488736	1.58496250072116	3.16992500144231	2.58496250072116	2	2.58496250072116	3.16992500144231	2.8073549220576	0	1	3.70043971814109	3.32192809488736	2.8073549220576	3.8073549220576	1	2.58496250072116	2.58496250072116	0	2.58496250072116	2.8073549220576	2	2.8073549220576	2.58496250072116
ACADVL	5.52356195605701	5.12928301694497	5.6724253419715	5.16992500144231	5.52356195605701	6.7279204545632	6.28540221886225	5.49185309632967	4.95419631038687	5.08746284125034	5.55458885167764	4.08746284125034	5.20945336562895	4.75488750216347	5.32192809488736	4.64385618977472	4.95419631038687	5	5.7279204545632	4.95419631038687	5.35755200461808	4.32192809488736	4.32192809488736	5	4.08746284125034	5.78135971352466	5.49185309632967	5.58496250072116	5.49185309632967	4.90689059560852	4.64385618977472	5.12928301694497	5.4594316186373	6.02236781302845	4.4594316186373	5.75488750216347	5.28540221886225	3.90689059560852	5.22881869049588	5.24792751344359	5.16992500144231	5.24792751344359	5.32192809488736	4.39231742277876	5.85798099512757	5.35755200461808	5.08746284125034	5.08746284125034	5.39231742277876	5.24792751344359	5.28540221886225	5	5.95419631038687	5.88264304936184	4.4594316186373	4.85798099512757	6.18982455888002	5.49185309632967	5.55458885167764	5.16992500144231	4.16992500144231	5.37503943134692	5.70043971814109	4.52356195605701	5.24792751344359	5	3.90689059560852	5.28540221886225	5.08746284125034
ACAT1	5.24792751344359	5.83289001416474	5.4262647547021	5.75488750216347	4.58496250072116	5.83289001416474	5.4594316186373	5.35755200461808	4.32192809488736	4.39231742277876	5.4594316186373	4.58496250072116	4.4594316186373	4.95419631038687	4.75488750216347	4.85798099512757	5.4262647547021	4.16992500144231	4.32192809488736	4	4.75488750216347	5.88264304936184	4.39231742277876	5.58496250072116	3.70043971814109	4.39231742277876	4.90689059560852	4.39231742277876	4.75488750216347	4.39231742277876	5.12928301694497	5.12928301694497	5.12928301694497	5	2.58496250072116	4.08746284125034	4.52356195605701	4.58496250072116	4.83289001416474	4.90689059560852	4.58496250072116	4.75488750216347	4.58496250072116	4.32192809488736	5.4262647547021	3.32192809488736	4.8073549220576	4.39231742277876	4.64385618977472	4.4594316186373	4.24792751344359	4.32192809488736	4.85798099512757	4.8073549220576	3.70043971814109	3.8073549220576	5.35755200461808	5.12928301694497	4.70043971814109	5.16992500144231	3.4594316186373	4.6724253419715	5.24792751344359	3.4594316186373	4.8073549220576	5.04439411935845	4.32192809488736	4.8073549220576	4.75488750216347
ACAT2	0	0	1	1	2.8073549220576	2.32192809488736	2.32192809488736	2.32192809488736	1	1	1	0	0	0	4	0	0	0	1.58496250072116	0	0	0	1	0	1	1	0	2.8073549220576	0	0	1.58496250072116	2.58496250072116	2.8073549220576	2.8073549220576	0	2	2	0	1.8073549220576	1.58496250072116	1	0	1	0	0	0	1	0	0	0	2	0	1.58496250072116	0	0	0	1	2.32192809488736	1	0	1	2	2	1	1	1	0	1	0
ACBD3	3	2.8073549220576	2.8073549220576	2.8073549220576	2	3.4594316186373	3.70043971814109	3.32192809488736	2.8073549220576	3.32192809488736	3.16992500144231	2	3.16992500144231	2.8073549220576	3	3.32192809488736	2.8073549220576	2.32192809488736	2.32192809488736	2	2.32192809488736	3	2.32192809488736	3.32192809488736	3.16992500144231	3.32192809488736	2.58496250072116	3.16992500144231	2.8073549220576	1.32192809488736	3.4594316186373	2.8073549220576	3.32192809488736	3.4594316186373	3.4594316186373	2.58496250072116	3.58496250072116	2.8073549220576	3.16992500144231	3.4594316186373	3	4.08746284125034	2.32192809488736	2.8073549220576	2.8073549220576	2.8073549220576	2.8073549220576	2.32192809488736	3.4594316186373	2.58496250072116	3.8073549220576	2.32192809488736	2.58496250072116	3.4594316186373	1	2.58496250072116	2.58496250072116	2.70043971814109	3	3	2.4594316186373	3.16992500144231	2.8073549220576	2.32192809488736	2.8073549220576	3	2.58496250072116	3.90689059560852	1.58496250072116
ACBD5	1.58496250072116	1	0	1.58496250072116	0	0	0	1	1.58496250072116	1	0	0	1.58496250072116	0	1.58496250072116	1.58496250072116	0	0	0	0	1	2.32192809488736	0	0	0	2	0	0	0	1	1.58496250072116	0	0	3.4594316186373	0	0	0	0	1	2	0	0	0	0	0	1.58496250072116	1	0	1.58496250072116	0	2	2	1.58496250072116	0	0	1.58496250072116	1	1.58496250072116	2	1.58496250072116	0	1.32192809488736	0	0	0	1	0	2.32192809488736	1.58496250072116
ACE	0	1	1	0	0	3	1	1	0	2	0	0	0	0	0	0	1.58496250072116	0	2	1	1.58496250072116	1	0	1	0	2.58496250072116	0	1	0	0	1	1	0	1	1.58496250072116	0	0	0	0	1	0	0	0	0	0	0	0	0	1	1	1	1	1.58496250072116	2	0	1	0	1.32192809488736	2	0	0	1.58496250072116	0	0	1	2.58496250072116	1	0	0
ACE2	0	3.32192809488736	0	1	0	0	1	1	1.58496250072116	1	1	1	0	0	0	1	0	0	1.58496250072116	0	0	2.32192809488736	1	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	1	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ACIN1	2.58496250072116	3.32192809488736	2	3.8073549220576	2.32192809488736	3.4594316186373	3.4594316186373	3.16992500144231	2.32192809488736	3.16992500144231	3.32192809488736	2.58496250072116	3.70043971814109	3	2.32192809488736	3.32192809488736	2.58496250072116	2	3.8073549220576	2.58496250072116	2.58496250072116	3.58496250072116	3.16992500144231	3	3	3.58496250072116	2.32192809488736	1	3.90689059560852	1.58496250072116	3.16992500144231	3.16992500144231	2.58496250072116	3.90689059560852	2.58496250072116	3.58496250072116	3	2	2.90689059560852	3.4594316186373	3.16992500144231	3.58496250072116	2.32192809488736	1.58496250072116	3.16992500144231	1	2.8073549220576	2.8073549220576	2.32192809488736	2.58496250072116	2.32192809488736	3.58496250072116	3.16992500144231	3.32192809488736	1	3.58496250072116	3.16992500144231	3	3.58496250072116	3	2.16992500144231	3.58496250072116	2	2	2.32192809488736	3.4594316186373	1.58496250072116	3.32192809488736	3.32192809488736
ACLY	5.64385618977472	4.70043971814109	4.4594316186373	5.08746284125034	4.39231742277876	3.4594316186373	5.64385618977472	5.28540221886225	4.75488750216347	4.32192809488736	3.4594316186373	4.24792751344359	5.58496250072116	5.12928301694497	5.78135971352466	5.16992500144231	5.08746284125034	5.39231742277876	5.24792751344359	5.04439411935845	4.85798099512757	4.75488750216347	4.4594316186373	5.39231742277876	5.12928301694497	4.85798099512757	4.8073549220576	4.39231742277876	4.85798099512757	4.28540221886225	5.90689059560852	4.39231742277876	4.08746284125034	5.58496250072116	4.39231742277876	4.8073549220576	4.90689059560852	4.08746284125034	5.22881869049588	5.61470984411521	4.95419631038687	4.90689059560852	4.32192809488736	4.75488750216347	5.32192809488736	5	4.90689059560852	4.24792751344359	4.95419631038687	5	4.90689059560852	4	4.64385618977472	5.24792751344359	4.16992500144231	6.06608919045777	5.04439411935845	4.97727992349992	5.55458885167764	3.90689059560852	4.28540221886225	4.85798099512757	5.20945336562895	3.8073549220576	4.70043971814109	4.4594316186373	4.64385618977472	5	4.39231742277876
ACO1	4.32192809488736	4	5.04439411935845	4.75488750216347	4.32192809488736	4.8073549220576	4.39231742277876	4.4594316186373	4.08746284125034	4.8073549220576	3.8073549220576	4.16992500144231	4.64385618977472	4.4594316186373	3.70043971814109	4.58496250072116	4.08746284125034	4.08746284125034	4.32192809488736	4.24792751344359	4.85798099512757	3.4594316186373	4.16992500144231	5.20945336562895	4.08746284125034	4.52356195605701	4.85798099512757	4.85798099512757	3.90689059560852	4.52356195605701	4.8073549220576	4.64385618977472	4	4.24792751344359	2.32192809488736	4.08746284125034	4.58496250072116	3.90689059560852	4.7279204545632	4.58496250072116	4.70043971814109	4.39231742277876	4.64385618977472	3.90689059560852	4.64385618977472	4.16992500144231	4.85798099512757	3.16992500144231	4	4.64385618977472	4.24792751344359	4.52356195605701	4.58496250072116	4.16992500144231	3.70043971814109	4.24792751344359	4.75488750216347	4.4594316186373	4	3.90689059560852	3.32192809488736	4.52356195605701	4.39231742277876	3.90689059560852	4.85798099512757	4.52356195605701	4.4594316186373	4.32192809488736	4.24792751344359
ACO2	5.49185309632967	5.6724253419715	5.55458885167764	5.88264304936184	5.6724253419715	7.10852445677817	6.4262647547021	6.32192809488736	5.12928301694497	5.8073549220576	6.49185309632967	4.58496250072116	5.70043971814109	5.6724253419715	5.64385618977472	5.55458885167764	4.70043971814109	5	5.83289001416474	5.12928301694497	6.12928301694497	5.52356195605701	5.85798099512757	5.4594316186373	4.85798099512757	6.16992500144231	5.35755200461808	5.64385618977472	5.39231742277876	5.04439411935845	5.28540221886225	5.8073549220576	5.75488750216347	5.75488750216347	5.08746284125034	5.8073549220576	5.64385618977472	5.49185309632967	5.91886323727459	6.08746284125034	5.6724253419715	6.06608919045777	5.64385618977472	4.64385618977472	5.58496250072116	5.6724253419715	5.85798099512757	5.55458885167764	5.20945336562895	5.35755200461808	5.04439411935845	4.90689059560852	5.97727992349992	5.61470984411521	4.75488750216347	5.24792751344359	6.65821148275179	5.70043971814109	5.4594316186373	5.75488750216347	4.7279204545632	5.35755200461808	5.6724253419715	4.85798099512757	5.88264304936184	6.06608919045777	4.4594316186373	6.14974711950468	5.4594316186373
ACOT1	3.58496250072116	2.32192809488736	3	3.4594316186373	3.16992500144231	3.8073549220576	3.32192809488736	3.32192809488736	1.58496250072116	1.58496250072116	2.32192809488736	3	2.8073549220576	2.32192809488736	3.4594316186373	3.16992500144231	1	3	3.8073549220576	2.8073549220576	3.16992500144231	3.32192809488736	1	3.58496250072116	1	1	3.16992500144231	3.8073549220576	2	3.08746284125034	2	2.58496250072116	3.70043971814109	2	2	2.8073549220576	3	1	1.8073549220576	3.16992500144231	3	2.8073549220576	4	2.8073549220576	2.58496250072116	3	3.4594316186373	1	3.16992500144231	1.58496250072116	2.8073549220576	2.32192809488736	3.32192809488736	3.32192809488736	2	2.32192809488736	3.16992500144231	3.32192809488736	2.8073549220576	3	1.58496250072116	1.32192809488736	3.4594316186373	1	2	2.58496250072116	1	3.32192809488736	1
ACOT11	1.58496250072116	3.32192809488736	2	0	2	2.8073549220576	2.58496250072116	2	2.8073549220576	2.8073549220576	1	0	2	1	0	1	2.58496250072116	1.58496250072116	2.32192809488736	1.58496250072116	1.58496250072116	2.32192809488736	0	2	1.58496250072116	2.58496250072116	0	2	2.32192809488736	1.58496250072116	1.58496250072116	2.32192809488736	2	3.16992500144231	1	2.8073549220576	2	1.58496250072116	3	2.58496250072116	2	3.16992500144231	2	0	1.58496250072116	1	1	0	2.32192809488736	1	2	1	2.32192809488736	0	0	2	2.32192809488736	2.16992500144231	1.58496250072116	0	1	0	2	0	0	0	1	1	0
ACOT13	3.16992500144231	3	3.32192809488736	2.8073549220576	3.4594316186373	3	3	3.4594316186373	2.58496250072116	3	3.32192809488736	2.8073549220576	2.8073549220576	3.32192809488736	2	3	2.32192809488736	3.32192809488736	2.8073549220576	3	3.16992500144231	3.58496250072116	3	2.58496250072116	2.32192809488736	2.58496250072116	2.32192809488736	3.16992500144231	3.58496250072116	2.4594316186373	2.8073549220576	2.58496250072116	3.8073549220576	2	1.58496250072116	3.32192809488736	2.8073549220576	3	2.70043971814109	2.58496250072116	2.32192809488736	3	3.32192809488736	2.32192809488736	3	3.32192809488736	2.32192809488736	2	3.32192809488736	2.32192809488736	2.58496250072116	2.32192809488736	3	2.32192809488736	1	3.16992500144231	3	2.58496250072116	2.58496250072116	2.32192809488736	1.8073549220576	1.8073549220576	3.32192809488736	1.58496250072116	2.58496250072116	2.32192809488736	0	3.16992500144231	2.58496250072116
ACOT7	3	3	1.58496250072116	3.32192809488736	2.58496250072116	3.58496250072116	3.58496250072116	2.58496250072116	3.32192809488736	3.16992500144231	1	2.32192809488736	3.8073549220576	3.16992500144231	3.4594316186373	2.58496250072116	1.58496250072116	2.58496250072116	3.16992500144231	2.32192809488736	3.16992500144231	2.8073549220576	2.58496250072116	2.8073549220576	3.16992500144231	3.32192809488736	3.16992500144231	2.32192809488736	3	2.32192809488736	3.8073549220576	2.58496250072116	3	4.16992500144231	1.58496250072116	2.58496250072116	2.8073549220576	2.8073549220576	3.32192809488736	3.16992500144231	2.8073549220576	3.58496250072116	2.32192809488736	2	3.32192809488736	1	3.8073549220576	3	3	3	3.4594316186373	2	2.58496250072116	3.4594316186373	2.32192809488736	3.16992500144231	2.8073549220576	3.16992500144231	3.90689059560852	2.58496250072116	2	4	2	1	2	2.32192809488736	3.4594316186373	3.8073549220576	2
ACOT8	0	3	0	2	2.58496250072116	2	3	2.32192809488736	2.8073549220576	2	1	1	2	2.8073549220576	1	2.58496250072116	2.8073549220576	1	2	2.58496250072116	1	2.32192809488736	2	2.32192809488736	2.32192809488736	3.58496250072116	1	0	2.58496250072116	1	1	1.58496250072116	1	2	1.58496250072116	2.32192809488736	1.58496250072116	1.58496250072116	2.32192809488736	2.8073549220576	0	2.32192809488736	1.58496250072116	1	1.58496250072116	1	1	0	1.58496250072116	0	1	0	0	1	0	0	1	1	1	1	0	0	1.58496250072116	2.32192809488736	0	0	1	1	0
ACOT9	3.16992500144231	3.32192809488736	2.58496250072116	3.58496250072116	2.8073549220576	4.24792751344359	3.8073549220576	3.16992500144231	3.16992500144231	4	3.16992500144231	2.32192809488736	3.58496250072116	3.8073549220576	2.58496250072116	2.32192809488736	2.8073549220576	2.8073549220576	4.39231742277876	2.32192809488736	3.16992500144231	3.70043971814109	3.16992500144231	2.8073549220576	2	2.58496250072116	3.58496250072116	2	2.8073549220576	2.58496250072116	2.8073549220576	4.16992500144231	2.32192809488736	3	1	0	2	2.58496250072116	3.16992500144231	3.90689059560852	2.58496250072116	3	3.32192809488736	1	3.32192809488736	3.58496250072116	2.58496250072116	1.58496250072116	3.32192809488736	3.16992500144231	2.32192809488736	2.8073549220576	2.58496250072116	3.4594316186373	2.32192809488736	0	3	2.58496250072116	2.58496250072116	2.8073549220576	1.58496250072116	2.32192809488736	2.58496250072116	1	3.8073549220576	2.58496250072116	2.8073549220576	2.8073549220576	1.58496250072116
ACOX1	2.32192809488736	2	2.58496250072116	3	2.32192809488736	3.16992500144231	2.58496250072116	3	2.32192809488736	2	2.58496250072116	1.58496250072116	3	3.16992500144231	3	2.58496250072116	3	2.58496250072116	3.16992500144231	1	2	2	2.8073549220576	3	3	1.58496250072116	1.58496250072116	2	3.8073549220576	2.32192809488736	3	3	2.58496250072116	3.16992500144231	3.32192809488736	3.16992500144231	1	2	2.58496250072116	2	2.32192809488736	2	2	0	3	2.32192809488736	2.58496250072116	1.58496250072116	1	2.58496250072116	0	1.58496250072116	2.58496250072116	2.32192809488736	1	2.58496250072116	2	2.8073549220576	3	2.32192809488736	1	2.58496250072116	2.8073549220576	0	2.32192809488736	2.58496250072116	0	2.8073549220576	1
ACOX2	1	2.32192809488736	0	2	1.58496250072116	0	0	1	1	0	0	0	2.8073549220576	1	1	0	0	0	1	0	0	1	0	0	1	1	0	0	2	1.58496250072116	0	1	1	1	0	0	0	0	1	1	0	1	2	0	0	0	1	0	1	0	0	1	1	0	0	0	1	2.32192809488736	1	0	0	0	0	0	0	0	0	0	0
