Node	Gene	Type	Basal-like_surv	HER2-enriched_surv	Luminal A_surv	Luminal B_surv
AKR1D1_mrna	AKR1D1	mrna	died	died	died	died
AKR7A2_mrna	AKR7A2	mrna	died	died	died	died
AKR7A2_prot	AKR7A2	prot	died	died	died	died
AKR7A3_prot	AKR7A3	prot	died	died	died	died
AKT1S1_mrna	AKT1S1	mrna	died	died	died	died
AKT1S1_prot	AKT1S1	prot	died	died	died	died
AKT1_mrna	AKT1	mrna	died	died	died	mrna
AKT1_prot	AKT1	prot	died	died	died	died
AKT2_mrna	AKT2	mrna	died	died	died	mrna
AKT2_prot	AKT2	prot	died	died	died	prot
AKT3_mrna	AKT3	mrna	died	died	died	died
AKT3_prot	AKT3	prot	died	died	died	died
AKTIP_mrna	AKTIP	mrna	died	died	died	died
AKTIP_prot	AKTIP	prot	died	died	died	died
ALAD_mrna	ALAD	mrna	mrna	died	died	mrna
ALAD_prot	ALAD	prot	died	died	died	died
ALAS1_mrna	ALAS1	mrna	died	died	died	died
ALB_mrna	ALB	mrna	died	died	died	died
ALB_prot	ALB	prot	died	died	died	died
ALCAM_mrna	ALCAM	mrna	died	died	died	died
ALCAM_prot	ALCAM	prot	died	died	died	died
ALDH16A1_mrna	ALDH16A1	mrna	died	died	died	died
ALDH16A1_prot	ALDH16A1	prot	died	died	died	died
ALDH18A1_mrna	ALDH18A1	mrna	died	died	died	died
ALDH18A1_prot	ALDH18A1	prot	died	died	died	died
ALDH1A1_mrna	ALDH1A1	mrna	died	died	died	died
ALDH1A1_prot	ALDH1A1	prot	died	died	died	died
ALDH1A2_mrna	ALDH1A2	mrna	died	died	died	died
ALDH1A2_prot	ALDH1A2	prot	died	died	died	died
ALDH1A3_mrna	ALDH1A3	mrna	died	died	died	died
ALDH1A3_prot	ALDH1A3	prot	died	died	died	died
ALDH1B1_mrna	ALDH1B1	mrna	died	died	died	died
ALDH1B1_prot	ALDH1B1	prot	died	died	died	died
ALDH1L1_prot	ALDH1L1	prot	died	died	died	died
ALDH1L2_mrna	ALDH1L2	mrna	died	died	died	died
ALDH1L2_prot	ALDH1L2	prot	died	died	died	died
ALDH2_mrna	ALDH2	mrna	died	died	died	died
ALDH2_prot	ALDH2	prot	died	died	died	died
ALDH3A1_mrna	ALDH3A1	mrna	died	died	died	died
ALDH3A2_mrna	ALDH3A2	mrna	died	died	died	died
ALDH3A2_prot	ALDH3A2	prot	died	died	died	died
ALDH3B1_mrna	ALDH3B1	mrna	died	died	died	died
ALDH4A1_mrna	ALDH4A1	mrna	died	died	died	died
ALDH4A1_prot	ALDH4A1	prot	died	died	died	died
ALDH5A1_prot	ALDH5A1	prot	died	died	died	died
ALDH6A1_mrna	ALDH6A1	mrna	died	died	died	died
ALDH6A1_prot	ALDH6A1	prot	died	died	died	died
ALDH7A1_mrna	ALDH7A1	mrna	died	died	died	died
ALDH7A1_prot	ALDH7A1	prot	died	died	died	died
ALDH9A1_mrna	ALDH9A1	mrna	died	died	died	died
ALDH9A1_prot	ALDH9A1	prot	died	died	died	died
ALDOA_mrna	ALDOA	mrna	died	died	died	died
ALDOA_prot	ALDOA	prot	died	died	died	prot
ALDOB_mrna	ALDOB	mrna	died	died	died	died
ALDOC_mrna	ALDOC	mrna	died	died	died	died
ALDOC_prot	ALDOC	prot	died	died	died	prot
ALG10B_mrna	ALG10B	mrna	died	died	died	died
ALG10_mrna	ALG10	mrna	died	died	died	died
ALG11_mrna	ALG11	mrna	died	died	died	died
ALG11_prot	ALG11	prot	died	died	died	died
ALG13_mrna	ALG13	mrna	died	died	died	died
ALG13_prot	ALG13	prot	died	died	died	died
ALG1_mrna	ALG1	mrna	died	died	died	died
ALG1_prot	ALG1	prot	died	died	died	died
ALG2_mrna	ALG2	mrna	died	died	died	died
ALG2_prot	ALG2	prot	died	died	died	died
ALG3_mrna	ALG3	mrna	died	died	mrna	died
ALG5_mrna	ALG5	mrna	died	died	died	died
ALG5_prot	ALG5	prot	died	died	died	died
ALG6_mrna	ALG6	mrna	died	died	died	died
ALG8_mrna	ALG8	mrna	died	died	died	died
ALG9_mrna	ALG9	mrna	died	died	died	died
ALKBH1_mrna	ALKBH1	mrna	died	died	died	died
ALKBH1_prot	ALKBH1	prot	died	died	died	died
ALKBH2_mrna	ALKBH2	mrna	died	died	died	died
ALKBH2_prot	ALKBH2	prot	died	died	died	died
ALKBH3_mrna	ALKBH3	mrna	died	died	died	died
ALKBH3_prot	ALKBH3	prot	died	died	died	died
ALKBH4_mrna	ALKBH4	mrna	died	died	died	died
ALKBH4_prot	ALKBH4	prot	died	died	died	died
ALKBH5_mrna	ALKBH5	mrna	died	died	died	died
ALKBH6_mrna	ALKBH6	mrna	died	died	died	died
ALKBH7_mrna	ALKBH7	mrna	died	died	died	died
ALKBH7_prot	ALKBH7	prot	died	died	died	prot
ALKBH8_mrna	ALKBH8	mrna	died	died	died	died
ALK_mrna	ALK	mrna	died	died	died	died
ALMS1_mrna	ALMS1	mrna	died	died	died	died
ALMS1_prot	ALMS1	prot	died	died	died	died
ALOX12_mrna	ALOX12	mrna	died	died	died	died
ALOX15B_mrna	ALOX15B	mrna	died	died	died	died
ALOX15B_prot	ALOX15B	prot	died	died	died	died
ALOX15_mrna	ALOX15	mrna	died	died	died	died
ALOX5AP_mrna	ALOX5AP	mrna	died	died	died	died
ALOX5AP_prot	ALOX5AP	prot	died	died	died	died
ALOX5_mrna	ALOX5	mrna	died	died	died	died
ALOX5_prot	ALOX5	prot	died	died	died	died
ALOXE3_mrna	ALOXE3	mrna	died	died	died	died
ALPK1_mrna	ALPK1	mrna	died	died	died	died
ALPL_mrna	ALPL	mrna	died	died	died	died
ALPL_prot	ALPL	prot	died	died	died	died
ALS2CL_mrna	ALS2CL	mrna	died	died	died	died
ALS2_prot	ALS2	prot	died	died	died	died
ALYREF_mrna	ALYREF	mrna	died	died	died	died
ALYREF_prot	ALYREF	prot	died	died	died	died
AMACR_mrna	AMACR	mrna	died	died	died	died
AMACR_prot	AMACR	prot	died	died	died	died
AMBP_prot	AMBP	prot	died	died	died	died
AMBRA1_prot	AMBRA1	prot	died	died	died	died
AMD1_mrna	AMD1	mrna	died	died	died	died
AMDHD2_mrna	AMDHD2	mrna	died	died	died	died
AMDHD2_prot	AMDHD2	prot	died	died	died	died
AMER1_mrna	AMER1	mrna	died	died	died	died
AMFR_mrna	AMFR	mrna	died	died	died	died
AMFR_prot	AMFR	prot	died	died	died	died
AMH_mrna	AMH	mrna	died	died	died	mrna
AMICA1_mrna	AMICA1	mrna	died	died	died	died
AMMECR1_mrna	AMMECR1	mrna	died	died	died	died
AMN1_mrna	AMN1	mrna	died	died	died	died
AMOTL1_mrna	AMOTL1	mrna	died	died	died	died
AMOTL2_mrna	AMOTL2	mrna	died	died	died	died
AMOTL2_prot	AMOTL2	prot	died	died	died	died
AMOT_prot	AMOT	prot	died	died	died	died
AMPD2_mrna	AMPD2	mrna	died	died	died	died
AMPD2_prot	AMPD2	prot	died	died	died	died
AMPD3_prot	AMPD3	prot	died	died	died	died
AMPH_mrna	AMPH	mrna	died	died	died	died
AMPH_prot	AMPH	prot	died	died	died	died
AMT_mrna	AMT	mrna	died	died	died	died
AMY1A_prot	AMY1A	prot	died	died	died	died
AMY2B_mrna	AMY2B	mrna	died	died	died	died
AMZ1_mrna	AMZ1	mrna	mrna	died	died	mrna
AMZ2_mrna	AMZ2	mrna	died	died	died	died
AMZ2_prot	AMZ2	prot	died	died	died	died
ANAPC10_mrna	ANAPC10	mrna	died	died	died	died
ANAPC10_prot	ANAPC10	prot	died	died	died	died
ANAPC11_mrna	ANAPC11	mrna	mrna	died	died	mrna
ANAPC11_prot	ANAPC11	prot	died	died	died	died
ANAPC16_mrna	ANAPC16	mrna	died	died	died	died
ANAPC16_prot	ANAPC16	prot	died	died	died	died
ANAPC1_mrna	ANAPC1	mrna	died	died	died	died
ANAPC1_prot	ANAPC1	prot	died	died	died	died
ANAPC2_mrna	ANAPC2	mrna	died	died	died	died
ANAPC2_prot	ANAPC2	prot	died	died	died	died
ANAPC4_mrna	ANAPC4	mrna	died	died	died	died
ANAPC4_prot	ANAPC4	prot	died	died	died	died
ANAPC5_mrna	ANAPC5	mrna	died	died	died	died
ANAPC5_prot	ANAPC5	prot	died	died	died	died
ANAPC7_prot	ANAPC7	prot	died	died	died	died
ANGEL2_mrna	ANGEL2	mrna	died	died	died	died
ANGEL2_prot	ANGEL2	prot	died	died	died	died
ANGPT1_mrna	ANGPT1	mrna	died	died	died	died
ANGPT2_mrna	ANGPT2	mrna	died	died	died	died
ANGPTL2_mrna	ANGPTL2	mrna	died	died	died	died
ANGPTL2_prot	ANGPTL2	prot	died	died	died	died
ANGPTL4_mrna	ANGPTL4	mrna	died	died	died	died
ANGPTL6_mrna	ANGPTL6	mrna	died	died	died	died
ANG_mrna	ANG	mrna	died	died	died	died
ANG_prot	ANG	prot	died	died	died	died
ANK1_mrna	ANK1	mrna	died	died	died	died
ANK1_prot	ANK1	prot	died	died	died	died
ANK2_mrna	ANK2	mrna	died	died	died	died
ANK2_prot	ANK2	prot	died	died	died	died
ANK3_mrna	ANK3	mrna	died	died	died	died
ANK3_prot	ANK3	prot	died	died	died	died
ANKAR_mrna	ANKAR	mrna	died	died	died	died
ANKFY1_mrna	ANKFY1	mrna	died	died	died	died
ANKFY1_prot	ANKFY1	prot	died	died	died	died
ANKHD1-EIF4EBP3_mrna	ANKHD1-EIF4EBP3	mrna	mrna	died	died	died
ANKHD1_mrna	ANKHD1	mrna	died	died	died	died
ANKHD1_prot	ANKHD1	prot	died	died	died	died
ANKH_mrna	ANKH	mrna	died	died	died	died
ANKIB1_mrna	ANKIB1	mrna	died	died	died	died
ANKIB1_prot	ANKIB1	prot	died	died	died	died
ANKLE1_mrna	ANKLE1	mrna	died	died	died	died
ANKLE2_prot	ANKLE2	prot	died	died	died	died
ANKMY1_mrna	ANKMY1	mrna	died	died	died	died
ANKMY2_mrna	ANKMY2	mrna	died	died	died	died
ANKMY2_prot	ANKMY2	prot	died	died	died	died
ANKRA2_mrna	ANKRA2	mrna	died	died	died	died
ANKRD10_mrna	ANKRD10	mrna	died	died	died	died
ANKRD10_prot	ANKRD10	prot	died	died	died	died
ANKRD11_mrna	ANKRD11	mrna	died	died	died	died
ANKRD11_prot	ANKRD11	prot	died	died	died	died
ANKRD12_mrna	ANKRD12	mrna	died	died	died	died
ANKRD12_prot	ANKRD12	prot	died	died	died	died
ANKRD13A_prot	ANKRD13A	prot	died	died	died	died
ANKRD13B_mrna	ANKRD13B	mrna	died	died	died	died
ANKRD13C_mrna	ANKRD13C	mrna	died	died	died	died
ANKRD13D_mrna	ANKRD13D	mrna	died	died	died	died
ANKRD13D_prot	ANKRD13D	prot	died	died	died	died
ANKRD16_mrna	ANKRD16	mrna	died	died	died	died
ANKRD16_prot	ANKRD16	prot	died	died	prot	died
ANKRD17_mrna	ANKRD17	mrna	died	died	died	died
ANKRD17_prot	ANKRD17	prot	died	died	prot	died
ANKRD1_mrna	ANKRD1	mrna	died	died	died	died
ANKRD23_mrna	ANKRD23	mrna	died	died	died	died
ANKRD24_mrna	ANKRD24	mrna	died	died	died	died
ANKRD26_mrna	ANKRD26	mrna	died	died	died	died
ANKRD27_mrna	ANKRD27	mrna	died	died	died	died
ANKRD27_prot	ANKRD27	prot	died	died	died	died
ANKRD28_mrna	ANKRD28	mrna	died	died	died	died
ANKRD28_prot	ANKRD28	prot	died	died	died	died
ANKRD31_mrna	ANKRD31	mrna	died	died	died	died
ANKRD33B_mrna	ANKRD33B	mrna	died	died	died	died
ANKRD37_mrna	ANKRD37	mrna	died	died	died	died
ANKRD39_mrna	ANKRD39	mrna	died	died	died	died
ANKRD39_prot	ANKRD39	prot	died	died	died	died
ANKRD40_prot	ANKRD40	prot	died	died	died	died
ANKRD42_mrna	ANKRD42	mrna	died	died	died	died
ANKRD44_prot	ANKRD44	prot	died	died	died	died
ANKRD46_mrna	ANKRD46	mrna	died	died	died	died
ANKRD49_mrna	ANKRD49	mrna	died	died	died	died
ANKRD49_prot	ANKRD49	prot	died	died	died	died
ANKRD50_mrna	ANKRD50	mrna	died	died	died	died
ANKRD50_prot	ANKRD50	prot	died	died	died	died
ANKRD52_prot	ANKRD52	prot	died	died	died	died
ANKRD54_mrna	ANKRD54	mrna	died	died	died	died
ANKRD54_prot	ANKRD54	prot	died	died	died	died
ANKRD6_mrna	ANKRD6	mrna	died	died	died	died
ANKRD9_mrna	ANKRD9	mrna	died	died	died	died
ANKS1A_prot	ANKS1A	prot	died	died	died	died
ANKS3_mrna	ANKS3	mrna	died	died	died	died
ANKS6_mrna	ANKS6	mrna	died	died	died	died
ANKZF1_prot	ANKZF1	prot	died	died	died	died
ANLN_mrna	ANLN	mrna	died	died	mrna	died
ANLN_prot	ANLN	prot	prot	died	prot	died
ANO6_mrna	ANO6	mrna	died	died	died	died
ANO6_prot	ANO6	prot	died	died	died	died
ANO8_mrna	ANO8	mrna	died	died	died	died
ANOS1_mrna	ANOS1	mrna	died	died	died	died
ANP32A_mrna	ANP32A	mrna	died	died	died	died
ANP32A_prot	ANP32A	prot	died	died	died	prot
ANP32B_mrna	ANP32B	mrna	died	died	mrna	died
ANP32B_prot	ANP32B	prot	died	died	died	prot
ANP32E_mrna	ANP32E	mrna	died	died	died	died
ANP32E_prot	ANP32E	prot	died	died	died	died
ANPEP_mrna	ANPEP	mrna	died	died	died	died
ANPEP_prot	ANPEP	prot	died	died	died	died
ANTXR1_mrna	ANTXR1	mrna	died	died	died	died
ANTXR1_prot	ANTXR1	prot	died	died	died	died
ANTXR2_mrna	ANTXR2	mrna	died	died	died	died
ANXA11_prot	ANXA11	prot	died	died	died	died
ANXA1_prot	ANXA1	prot	died	died	died	prot
ANXA2_mrna	ANXA2	mrna	died	died	died	died
ANXA2_prot	ANXA2	prot	died	died	died	died
ANXA3_prot	ANXA3	prot	died	died	died	died
ANXA4_prot	ANXA4	prot	died	died	died	died
ANXA5_mrna	ANXA5	mrna	died	died	died	died
ANXA5_prot	ANXA5	prot	died	died	died	died
ANXA6_mrna	ANXA6	mrna	died	died	died	died
ANXA6_prot	ANXA6	prot	died	died	died	died
ANXA7_prot	ANXA7	prot	died	died	died	died
ANXA8L1_prot	ANXA8L1	prot	died	died	died	died
ANXA8_mrna	ANXA8	mrna	died	died	died	died
ANXA9_prot	ANXA9	prot	died	died	died	died
AOC3_mrna	AOC3	mrna	died	died	died	died
AOC3_prot	AOC3	prot	died	died	died	died
AOX1_mrna	AOX1	mrna	died	died	died	died
AOX1_prot	AOX1	prot	died	died	died	died
AP1B1_mrna	AP1B1	mrna	died	died	died	died
AP1B1_prot	AP1B1	prot	died	died	died	died
AP1G1_prot	AP1G1	prot	died	died	died	died
AP1G2_prot	AP1G2	prot	prot	died	died	died
AP1M1_mrna	AP1M1	mrna	died	died	died	died
AP1M1_prot	AP1M1	prot	died	died	died	died
AP1M2_mrna	AP1M2	mrna	died	died	died	died
AP1M2_prot	AP1M2	prot	prot	died	died	died
AP1S1_mrna	AP1S1	mrna	died	died	died	died
AP1S1_prot	AP1S1	prot	died	died	died	died
AP1S2_mrna	AP1S2	mrna	died	died	died	died
AP1S2_prot	AP1S2	prot	died	died	died	died
AP1S3_mrna	AP1S3	mrna	died	died	died	died
AP1S3_prot	AP1S3	prot	died	died	died	died
AP2A1_mrna	AP2A1	mrna	died	died	died	died
AP2A1_prot	AP2A1	prot	died	died	died	died
AP2A2_prot	AP2A2	prot	died	died	died	died
AP2B1_prot	AP2B1	prot	died	died	died	died
AP2M1_mrna	AP2M1	mrna	died	died	died	died
AP2M1_prot	AP2M1	prot	died	died	died	died
AP2S1_mrna	AP2S1	mrna	died	died	died	died
AP2S1_prot	AP2S1	prot	died	died	died	died
AP3B1_mrna	AP3B1	mrna	died	died	died	died
AP3B1_prot	AP3B1	prot	died	died	died	died
AP3B2_mrna	AP3B2	mrna	died	died	died	died
AP3D1_mrna	AP3D1	mrna	mrna	died	died	mrna
AP3D1_prot	AP3D1	prot	died	died	died	prot
AP3M1_mrna	AP3M1	mrna	died	died	died	died
AP3M1_prot	AP3M1	prot	died	died	died	died
AP3M2_mrna	AP3M2	mrna	died	died	died	died
AP3M2_prot	AP3M2	prot	died	died	died	died
AP3S1_mrna	AP3S1	mrna	died	died	died	died
AP3S1_prot	AP3S1	prot	died	died	died	died
AP4B1_mrna	AP4B1	mrna	died	died	died	died
AP4B1_prot	AP4B1	prot	died	died	died	died
AP4E1_mrna	AP4E1	mrna	died	died	died	died
AP4E1_prot	AP4E1	prot	died	died	died	died
AP4M1_mrna	AP4M1	mrna	died	died	died	died
AP4M1_prot	AP4M1	prot	died	died	died	died
AP4S1_mrna	AP4S1	mrna	died	died	died	died
AP4S1_prot	AP4S1	prot	died	died	died	died
AP5B1_mrna	AP5B1	mrna	died	died	died	died
AP5B1_prot	AP5B1	prot	died	died	died	died
AP5M1_prot	AP5M1	prot	died	died	died	died
AP5S1_prot	AP5S1	prot	died	died	died	died
AP5Z1_mrna	AP5Z1	mrna	died	died	died	died
AP5Z1_prot	AP5Z1	prot	died	died	died	died
APAF1_mrna	APAF1	mrna	died	died	died	died
APAF1_prot	APAF1	prot	died	died	died	died
APBA3_mrna	APBA3	mrna	died	died	died	died
APBA3_prot	APBA3	prot	died	died	died	died
APBB1IP_mrna	APBB1IP	mrna	died	died	died	died
APBB1IP_prot	APBB1IP	prot	died	died	died	died
APBB1_mrna	APBB1	mrna	died	died	died	died
APBB1_prot	APBB1	prot	died	died	died	died
APBB2_mrna	APBB2	mrna	died	died	died	died
APBB2_prot	APBB2	prot	died	died	died	died
APBB3_mrna	APBB3	mrna	died	died	died	died
APCS_prot	APCS	prot	died	died	died	died
APC_mrna	APC	mrna	died	died	died	died
APC_prot	APC	prot	died	died	died	died
APEH_mrna	APEH	mrna	died	died	died	died
APEH_prot	APEH	prot	died	died	died	died
APEX1_mrna	APEX1	mrna	died	died	died	died
APEX1_prot	APEX1	prot	died	died	died	prot
APEX2_mrna	APEX2	mrna	died	died	died	died
APH1A_mrna	APH1A	mrna	died	died	died	died
APH1B_mrna	APH1B	mrna	died	died	died	died
API5_mrna	API5	mrna	died	died	died	died
API5_prot	API5	prot	died	died	died	died
APIP_mrna	APIP	mrna	died	died	died	died
APIP_prot	APIP	prot	died	died	died	died
APITD1-CORT_mrna	APITD1-CORT	mrna	died	died	died	died
APITD1_mrna	APITD1	mrna	died	died	died	died
APITD1_prot	APITD1	prot	died	died	prot	died
APLNR_mrna	APLNR	mrna	died	died	died	died
APLP1_mrna	APLP1	mrna	died	died	died	died
APLP2_mrna	APLP2	mrna	died	died	died	died
APLP2_prot	APLP2	prot	died	died	died	died
APMAP_mrna	APMAP	mrna	died	died	died	died
APMAP_prot	APMAP	prot	died	died	died	died
APOA1BP_mrna	APOA1BP	mrna	died	died	died	died
APOA1BP_prot	APOA1BP	prot	died	died	died	died
APOA1_mrna	APOA1	mrna	died	died	died	mrna
APOA1_prot	APOA1	prot	died	died	died	died
APOA2_prot	APOA2	prot	died	died	died	died
APOA4_prot	APOA4	prot	died	died	died	died
APOBEC3B_mrna	APOBEC3B	mrna	died	died	died	mrna
APOBEC3C_prot	APOBEC3C	prot	died	died	died	died
APOBEC3D_mrna	APOBEC3D	mrna	died	died	died	died
APOBEC3F_prot	APOBEC3F	prot	died	died	died	died
APOBEC3G_mrna	APOBEC3G	mrna	died	died	died	died
APOBEC3G_prot	APOBEC3G	prot	died	died	died	died
APOBR_mrna	APOBR	mrna	died	died	died	died
APOB_mrna	APOB	mrna	mrna	died	died	died
APOB_prot	APOB	prot	died	died	died	died
APOC1_prot	APOC1	prot	died	died	died	died
APOC3_prot	APOC3	prot	died	died	died	died
APOD_mrna	APOD	mrna	died	died	died	died
APOD_prot	APOD	prot	died	died	died	died
APOE_mrna	APOE	mrna	died	died	died	mrna
APOE_prot	APOE	prot	died	died	died	died
APOF_prot	APOF	prot	died	died	died	died
APOH_prot	APOH	prot	died	died	died	died
APOL1_mrna	APOL1	mrna	died	died	died	died
APOL1_prot	APOL1	prot	died	died	died	died
APOL2_mrna	APOL2	mrna	died	died	died	died
APOL2_prot	APOL2	prot	died	died	died	died
APOL3_mrna	APOL3	mrna	died	died	died	died
APOL4_mrna	APOL4	mrna	died	died	died	died
APOL6_mrna	APOL6	mrna	died	died	died	died
APOLD1_mrna	APOLD1	mrna	died	died	died	died
APOM_prot	APOM	prot	died	died	died	died
APOOL_mrna	APOOL	mrna	died	died	died	died
APOOL_prot	APOOL	prot	died	died	died	died
APOO_mrna	APOO	mrna	died	died	died	died
APOO_prot	APOO	prot	died	died	died	died
APPBP2_prot	APPBP2	prot	died	died	died	died
APPL1_mrna	APPL1	mrna	died	died	died	died
APPL1_prot	APPL1	prot	died	died	died	died
APPL2_mrna	APPL2	mrna	died	died	died	died
APPL2_prot	APPL2	prot	died	died	died	died
APP_mrna	APP	mrna	died	died	died	died
APP_prot	APP	prot	died	died	died	died
APRT_mrna	APRT	mrna	died	died	died	died
APRT_prot	APRT	prot	died	died	died	died
APTX_mrna	APTX	mrna	died	died	died	died
APTX_prot	APTX	prot	died	died	died	died
AQP11_mrna	AQP11	mrna	died	died	died	died
AQP1_mrna	AQP1	mrna	died	died	died	mrna
AQP3_mrna	AQP3	mrna	died	died	died	died
AQP6_mrna	AQP6	mrna	died	died	died	died
AQP9_mrna	AQP9	mrna	died	died	died	died
AQR_mrna	AQR	mrna	died	died	died	died
AQR_prot	AQR	prot	died	died	died	died
ARAF_mrna	ARAF	mrna	died	died	died	died
ARAF_prot	ARAF	prot	died	died	died	died
ARAP1_mrna	ARAP1	mrna	died	died	died	died
ARAP1_prot	ARAP1	prot	died	died	died	died
ARAP3_prot	ARAP3	prot	died	died	died	died
ARCN1_prot	ARCN1	prot	died	died	died	died
ARC_mrna	ARC	mrna	died	died	died	died
AREG_mrna	AREG	mrna	died	died	died	died
AREL1_mrna	AREL1	mrna	died	died	died	died
ARF1_mrna	ARF1	mrna	died	died	died	died
ARF1_prot	ARF1	prot	died	died	died	prot
ARF3_mrna	ARF3	mrna	died	died	died	died
ARF3_prot	ARF3	prot	died	died	died	died
ARF4_mrna	ARF4	mrna	died	died	died	died
ARF4_prot	ARF4	prot	died	died	died	died
ARF5_mrna	ARF5	mrna	died	died	died	died
ARF5_prot	ARF5	prot	died	died	died	died
ARF6_mrna	ARF6	mrna	died	died	died	died
ARF6_prot	ARF6	prot	died	died	died	died
ARFGAP1_mrna	ARFGAP1	mrna	died	died	died	died
ARFGAP1_prot	ARFGAP1	prot	died	died	died	died
ARFGAP2_mrna	ARFGAP2	mrna	died	died	died	died
ARFGAP2_prot	ARFGAP2	prot	died	died	died	prot
ARFGAP3_mrna	ARFGAP3	mrna	died	died	died	died
ARFGAP3_prot	ARFGAP3	prot	died	died	died	died
ARFGEF1_mrna	ARFGEF1	mrna	died	died	died	died
ARFGEF1_prot	ARFGEF1	prot	died	died	died	died
ARFGEF2_mrna	ARFGEF2	mrna	died	died	died	died
ARFGEF2_prot	ARFGEF2	prot	died	died	died	died
ARFIP1_mrna	ARFIP1	mrna	died	died	died	mrna
ARFIP1_prot	ARFIP1	prot	died	died	died	died
ARFIP2_mrna	ARFIP2	mrna	died	died	died	died
ARFIP2_prot	ARFIP2	prot	died	died	died	died
ARFRP1_prot	ARFRP1	prot	died	died	died	died
ARG1_mrna	ARG1	mrna	mrna	died	died	died
ARG2_mrna	ARG2	mrna	died	died	died	died
ARGLU1_mrna	ARGLU1	mrna	died	died	died	died
ARGLU1_prot	ARGLU1	prot	died	died	died	died
ARHGAP10_mrna	ARHGAP10	mrna	died	died	died	died
ARHGAP10_prot	ARHGAP10	prot	died	died	died	died
ARHGAP12_prot	ARHGAP12	prot	died	died	died	died
ARHGAP15_mrna	ARHGAP15	mrna	died	died	died	died
ARHGAP15_prot	ARHGAP15	prot	died	died	died	died
ARHGAP17_prot	ARHGAP17	prot	died	died	died	died
ARHGAP18_prot	ARHGAP18	prot	died	died	died	died
ARHGAP1_mrna	ARHGAP1	mrna	died	died	died	died
ARHGAP1_prot	ARHGAP1	prot	died	died	died	prot
ARHGAP21_mrna	ARHGAP21	mrna	died	died	died	died
ARHGAP21_prot	ARHGAP21	prot	died	died	died	died
ARHGAP22_mrna	ARHGAP22	mrna	died	died	died	died
ARHGAP24_prot	ARHGAP24	prot	died	died	died	died
ARHGAP25_mrna	ARHGAP25	mrna	died	died	died	died
ARHGAP25_prot	ARHGAP25	prot	died	died	died	died
ARHGAP26_mrna	ARHGAP26	mrna	died	died	died	died
ARHGAP26_prot	ARHGAP26	prot	died	died	died	died
ARHGAP27_mrna	ARHGAP27	mrna	died	died	died	died
ARHGAP27_prot	ARHGAP27	prot	died	died	died	died
ARHGAP29_mrna	ARHGAP29	mrna	died	died	died	died
ARHGAP29_prot	ARHGAP29	prot	died	died	died	died
ARHGAP30_mrna	ARHGAP30	mrna	died	died	died	died
ARHGAP31_prot	ARHGAP31	prot	died	died	died	died
ARHGAP32_prot	ARHGAP32	prot	died	died	died	died
ARHGAP33_mrna	ARHGAP33	mrna	died	died	died	died
ARHGAP35_prot	ARHGAP35	prot	died	died	died	died
ARHGAP40_mrna	ARHGAP40	mrna	died	died	died	died
ARHGAP44_prot	ARHGAP44	prot	died	died	died	died
ARHGAP4_mrna	ARHGAP4	mrna	died	died	died	died
ARHGAP4_prot	ARHGAP4	prot	died	died	died	died
ARHGAP5_mrna	ARHGAP5	mrna	died	died	died	died
ARHGAP5_prot	ARHGAP5	prot	died	died	died	died
ARHGAP6_mrna	ARHGAP6	mrna	died	died	died	died
ARHGAP8_prot	ARHGAP8	prot	died	died	died	died
ARHGAP9_prot	ARHGAP9	prot	died	died	died	died
ARHGDIA_mrna	ARHGDIA	mrna	died	died	died	died
ARHGDIA_prot	ARHGDIA	prot	died	died	died	prot
ARHGDIB_mrna	ARHGDIB	mrna	died	died	died	died
ARHGDIB_prot	ARHGDIB	prot	died	died	died	died
ARHGEF10L_prot	ARHGEF10L	prot	died	died	died	died
ARHGEF10_prot	ARHGEF10	prot	died	died	died	died
ARHGEF11_mrna	ARHGEF11	mrna	died	died	died	died
ARHGEF11_prot	ARHGEF11	prot	died	died	died	died
ARHGEF12_mrna	ARHGEF12	mrna	died	died	died	died
ARHGEF12_prot	ARHGEF12	prot	died	died	died	died
ARHGEF16_mrna	ARHGEF16	mrna	died	died	died	died
ARHGEF16_prot	ARHGEF16	prot	died	died	died	died
ARHGEF17_mrna	ARHGEF17	mrna	died	died	died	died
ARHGEF17_prot	ARHGEF17	prot	died	died	died	died
ARHGEF18_mrna	ARHGEF18	mrna	died	died	died	died
ARHGEF18_prot	ARHGEF18	prot	died	died	died	died
ARHGEF19_mrna	ARHGEF19	mrna	died	died	died	died
ARHGEF1_mrna	ARHGEF1	mrna	died	died	died	died
ARHGEF1_prot	ARHGEF1	prot	died	died	died	died
ARHGEF25_mrna	ARHGEF25	mrna	died	died	died	died
ARHGEF26_mrna	ARHGEF26	mrna	died	died	died	mrna
ARHGEF28_mrna	ARHGEF28	mrna	died	died	died	died
ARHGEF28_prot	ARHGEF28	prot	died	died	died	died
ARHGEF2_prot	ARHGEF2	prot	died	died	died	died
ARHGEF35_prot	ARHGEF35	prot	died	died	died	died
ARHGEF39_mrna	ARHGEF39	mrna	died	died	died	died
ARHGEF39_prot	ARHGEF39	prot	died	died	died	died
ARHGEF3_mrna	ARHGEF3	mrna	died	died	died	died
ARHGEF3_prot	ARHGEF3	prot	died	died	died	died
ARHGEF40_prot	ARHGEF40	prot	died	died	died	died
ARHGEF5_prot	ARHGEF5	prot	died	died	died	died
ARHGEF6_prot	ARHGEF6	prot	died	died	died	died
